Generation	Average	Best
198	0.3049	0.4782
199	0.3178	0.4979
200	0.2955	0.4485
201	0.301	0.5064
202	0.2942	0.4828
203	0.3084	0.4907
204	0.32	0.4525
205	0.3095	0.4785
206	0.3054	0.4944
207	0.2976	0.5176
208	0.3198	0.4881
209	0.326	0.4727
210	0.3248	0.4785
211	0.3382	0.4979
212	0.3285	0.4716
213	0.3105	0.5072
214	0.3127	0.5381
215	0.3051	0.4996
216	0.3343	0.5846
217	0.3221	0.5333
218	0.3228	0.5403
219	0.3233	0.5526
220	0.3205	0.5401
221	0.3352	0.5897
222	0.3341	0.554
223	0.3508	0.6517
224	0.3511	0.596
225	0.3357	0.6161
226	0.3494	0.6281
227	0.3705	0.6607
228	0.3905	0.7201
229	0.3961	0.6981
230	0.4069	0.6718
231	0.4136	0.707
232	0.3961	0.7034
233	0.4254	0.684
234	0.4344	0.7306
235	0.4203	0.6896
236	0.39	0.7325
237	0.4305	0.705
238	0.4053	0.6823
239	0.4494	0.6969
240	0.4127	0.67
241	0.4172	0.7051
242	0.4403	0.6953
243	0.4335	0.7245
244	0.414	0.7188
245	0.4079	0.6932
246	0.4568	0.6972
247	0.434	0.6943
248	0.4106	0.7204
249	0.4216	0.72
250	0.4241	0.7235
251	0.4481	0.7329
252	0.4326	0.7175
253	0.4297	0.7146
254	0.4216	0.7221
255	0.451	0.7215
256	0.5051	0.7267
257	0.4741	0.7677
258	0.4462	0.7485
259	0.4315	0.769
260	0.4423	0.736
261	0.4255	0.7662
262	0.4438	0.7477
263	0.4713	0.7615
264	0.4401	0.7671
265	0.4896	0.7787
266	0.4677	0.7734
267	0.4955	0.8112
268	0.4742	0.8134
269	0.5245	0.7992
270	0.4978	0.8162
271	0.4773	0.8127
272	0.4955	0.8234
273	0.5158	0.8319
274	0.4679	0.7871
275	0.4948	0.7824
276	0.4739	0.7821
277	0.4886	0.8016
278	0.4977	0.7796
279	0.4628	0.8258
280	0.5221	0.8205
281	0.5264	0.8339
282	0.5105	0.8364
283	0.5075	0.8091
284	0.4773	0.808
285	0.5247	0.8109
286	0.499	0.8185
287	0.5249	0.8458
288	0.4907	0.8157
289	0.5248	0.8402
290	0.4905	0.8218
291	0.5252	0.8617
292	0.5035	0.8607
293	0.5294	0.8557
294	0.5351	0.8294
295	0.5624	0.7918
296	0.5315	0.8126
297	0.4855	0.8627
298	0.5065	0.8196
299	0.4971	0.8276
300	0.4978	0.8354
301	0.4586	0.8155
302	0.4787	0.8463
303	0.5076	0.8114
304	0.4993	0.8405
305	0.4799	0.8076
306	0.519	0.8257
307	0.5572	0.8298
308	0.5	0.8698
309	0.5204	0.8261
310	0.5206	0.8425
311	0.4885	0.8276
312	0.5404	0.8486
313	0.5409	0.8331
314	0.5175	0.8699
315	0.5045	0.8491
316	0.5415	0.8314
317	0.5381	0.8344
318	0.5375	0.8629
319	0.5859	0.8402
320	0.5279	0.8588
321	0.4708	0.8476
322	0.5029	0.8302
323	0.5333	0.8664
324	0.522	0.8724
325	0.5031	0.8436
326	0.5634	0.8569
327	0.5493	0.8974
328	0.4929	0.8956
329	0.4891	0.8411
330	0.5389	0.8922
331	0.5171	0.8657
332	0.5881	0.8853
333	0.5742	0.8953
334	0.5585	0.8873
335	0.5431	0.9044
336	0.5682	0.8818
337	0.5587	0.8731
338	0.5582	0.8734
339	0.5695	0.8651
340	0.5879	0.8961
341	0.5765	0.891
342	0.5262	0.915
343	0.5532	0.9038
344	0.55	0.9172
345	0.5673	0.9011
346	0.5382	0.8538
347	0.5569	0.8525
348	0.5519	0.8629
349	0.5888	0.8731
350	0.526	0.8862
351	0.5433	0.9002
352	0.6039	0.9074
353	0.5619	0.8999
354	0.5377	0.8975
355	0.5067	0.9242
356	0.5357	0.928
357	0.5515	0.9216
358	0.597	0.9184
359	0.6139	0.8977
360	0.5897	0.9264
361	0.622	0.9298
362	0.5498	0.9175
363	0.5454	0.9278
364	0.5401	0.9124
365	0.5536	0.9341
366	0.5596	0.9145
367	0.5579	0.9401
368	0.5114	0.9055
369	0.5352	0.9157
370	0.5306	0.9202
371	0.5371	0.916
372	0.5442	0.9196
373	0.5649	0.9132
374	0.5476	0.9347
375	0.5186	0.9136
376	0.4794	0.8955
377	0.5459	0.9085
378	0.5434	0.922
379	0.5115	0.9324
380	0.4724	0.9324
381	0.5183	0.9375
382	0.4818	0.9007
383	0.4955	0.9368
384	0.5446	0.9652
385	0.5195	0.9594
386	0.5586	0.8837
387	0.5093	0.8791
388	0.477	0.8935
389	0.5049	0.907
390	0.5338	0.9041
391	0.5082	0.9607
392	0.4879	0.9024
393	0.5085	0.9353
394	0.5461	0.9253
395	0.5388	0.9107
396	0.535	0.9311
397	0.5207	0.9072
398	0.5093	0.8995
399	0.5261	0.9144
400	0.5308	0.9164
401	0.5402	0.8953
402	0.4776	0.87
403	0.5603	0.9172
404	0.5148	0.8913
405	0.5943	0.9195
406	0.5015	0.9077
407	0.5693	0.9244
408	0.5786	0.8951
409	0.5303	0.9041
410	0.484	0.8995
411	0.5446	0.9433
412	0.5162	0.9201
413	0.5181	0.9045
414	0.498	0.8685
415	0.4987	0.9147
416	0.4758	0.8749
417	0.5299	0.8926
418	0.5388	0.9067
419	0.53	0.8759
420	0.5558	0.8996
421	0.5632	0.8794
422	0.5127	0.9091
423	0.5573	0.8913
424	0.5279	0.9144
425	0.5324	0.8828
426	0.6046	0.8833
427	0.5569	0.9091
428	0.4941	0.8936
429	0.4969	0.9005
430	0.5481	0.9056
431	0.5089	0.8744
432	0.5178	0.9288
433	0.5693	0.8767
434	0.601	0.8758
435	0.5924	0.8818
436	0.5574	0.8893
437	0.5484	0.8818
438	0.5601	0.9194
439	0.5096	0.8885
440	0.5649	0.9084
441	0.5232	0.893
442	0.5396	0.8949
443	0.4979	0.9028
444	0.535	0.8946
445	0.5415	0.8822
446	0.5132	0.9334
447	0.5449	0.9186
448	0.5311	0.9017
449	0.5331	0.9022
450	0.5036	0.9007
451	0.4898	0.8859
452	0.55	0.9111
453	0.5212	0.9019
454	0.5295	0.9106
455	0.5871	0.9195
456	0.5384	0.9182
457	0.5089	0.9481
458	0.5341	0.9191
459	0.5469	0.8995
460	0.5536	0.8947
461	0.4903	0.8912
462	0.5156	0.8981
463	0.5198	0.9023
464	0.5621	0.9182
465	0.598	0.9038
466	0.5621	0.9508
467	0.5792	0.9446
468	0.6115	0.9359
469	0.6292	0.9386
470	0.5834	0.9228
471	0.5748	0.9393
472	0.5899	0.9595
473	0.5707	0.9582
474	0.5374	0.8875
475	0.567	0.9402
476	0.5748	0.9054
477	0.5661	0.9334
478	0.5771	0.9051
479	0.5392	0.913
480	0.4867	0.9132
481	0.4863	0.9463
482	0.5326	0.9089
483	0.5585	0.915
484	0.5293	0.9148
485	0.547	0.9089
486	0.4871	0.8898
487	0.5121	0.9051
488	0.5337	0.9087
489	0.5606	0.8784
490	0.5105	0.9339
491	0.5522	0.9273
492	0.4906	0.8955
493	0.5526	0.9369
494	0.4869	0.9068
495	0.5229	0.9178
496	0.5397	0.8865
497	0.5311	0.9206
498	0.587	0.9
499	0.5423	0.8667
500	0.5392	0.8729
501	0.4879	0.8923
502	0.4749	0.873
503	0.5191	0.9112
504	0.5467	0.8611
505	0.464	0.869
506	0.541	0.8376
507	0.5819	0.8615
508	0.5291	0.8497
509	0.5827	0.8853
510	0.5034	0.8704
511	0.5352	0.864
512	0.554	0.8863
513	0.5298	0.8529
514	0.6385	0.8714
515	0.5181	0.8737
516	0.5656	0.8925
517	0.5136	0.8972
518	0.562	0.9025
519	0.5717	0.8829
520	0.5059	0.8761
521	0.5183	0.8801
522	0.5178	0.8912
523	0.5835	0.9021
524	0.4735	0.8858
525	0.5055	0.8404
526	0.5187	0.856
527	0.5334	0.8515
528	0.5352	0.8761
529	0.5369	0.8587
530	0.5439	0.8879
531	0.5294	0.8796
532	0.5139	0.8842
533	0.5367	0.8891
534	0.4876	0.8781
535	0.5544	0.8838
536	0.5356	0.866
537	0.5225	0.9143
538	0.4951	0.8582
539	0.5229	0.8252
540	0.4953	0.8533
541	0.4369	0.8257
542	0.5182	0.8702
543	0.4687	0.886
544	0.4484	0.8655
545	0.5066	0.8778
546	0.5247	0.9206
547	0.4757	0.8968
548	0.5342	0.8925
549	0.5475	0.9108
550	0.5517	0.9349
551	0.5558	0.9163
552	0.5409	0.9051
553	0.5252	0.8913
554	0.4918	0.8949
555	0.5418	0.9146
556	0.5276	0.928
557	0.5356	0.9161
558	0.5278	0.9024
559	0.5073	0.9093
560	0.5231	0.9044
561	0.4699	0.8993
562	0.5374	0.8973
563	0.5001	0.9017
564	0.5435	0.9065
565	0.5906	0.9051
566	0.5305	0.9044
567	0.549	0.8746
568	0.5181	0.8959
569	0.4618	0.8843
570	0.5386	0.8439
571	0.5298	0.8655
572	0.5242	0.8634
573	0.4909	0.8961
574	0.5416	0.8807
575	0.539	0.8962
576	0.498	0.9099
577	0.5458	0.903
578	0.4948	0.8708
579	0.503	0.9213
580	0.5029	0.904
581	0.5342	0.9061
582	0.5435	0.8735
583	0.5701	0.9137
584	0.5099	0.8729
585	0.4675	0.9048
586	0.5491	0.8947
587	0.4541	0.8895
588	0.5275	0.9044
589	0.4863	0.901
590	0.495	0.9226
591	0.5616	0.9105
592	0.5377	0.912
593	0.531	0.8765
594	0.5425	0.8978
595	0.5597	0.8993
596	0.547	0.9159
597	0.5704	0.908
598	0.5002	0.9071
599	0.4922	0.8965
600	0.5039	0.923
601	0.5325	0.8815
602	0.543	0.9168
603	0.5483	0.859
604	0.5632	0.9017
605	0.5247	0.886
606	0.5498	0.875
607	0.5526	0.8674
608	0.5417	0.8683
609	0.5205	0.8846
610	0.4952	0.8816
611	0.509	0.8998
612	0.5584	0.8962
613	0.5392	0.89
614	0.5046	0.8922
615	0.5701	0.8865
616	0.554	0.8868
617	0.4891	0.9289
618	0.5128	0.8875
619	0.5089	0.9294
620	0.5492	0.9373
621	0.5035	0.8875
622	0.4909	0.9245
623	0.5079	0.9273
624	0.4848	0.8989
625	0.4902	0.8956
626	0.5241	0.8943
627	0.5183	0.8858
628	0.5741	0.9287
629	0.5493	0.9186
630	0.556	0.9254
631	0.5528	0.922
632	0.5404	0.9374
633	0.5195	0.9027
634	0.5545	0.9126
635	0.5475	0.9257
636	0.5814	0.9116
637	0.5647	0.8988
638	0.5431	0.9052
639	0.551	0.9239
640	0.5319	0.9232
641	0.5121	0.9153
642	0.5445	0.9414
643	0.5219	0.9408
644	0.5861	0.9278
645	0.5122	0.9243
646	0.5286	0.9334
647	0.519	0.9138
648	0.5396	0.939
649	0.5204	0.9265
650	0.4907	0.9172
651	0.5507	0.9492
652	0.5222	0.9502
653	0.5523	0.9311
654	0.5686	0.9319
655	0.5175	0.9063
656	0.5233	0.9158
657	0.4967	0.8958
658	0.5208	0.946
659	0.4943	0.9236
660	0.575	0.9306
661	0.5422	0.9305
662	0.5331	0.9284
663	0.5266	0.9353
664	0.4904	0.9092
665	0.5645	0.9536
666	0.4913	0.9158
667	0.531	0.9324
668	0.4964	0.9165
669	0.5727	0.9248
670	0.5162	0.9296
671	0.5657	0.9134
672	0.5881	0.9069
673	0.5714	0.918
674	0.5718	0.9109
675	0.5338	0.9425
676	0.5494	0.9275
677	0.5787	0.9437
678	0.5838	0.9255
679	0.5597	0.9067
680	0.5582	0.9294
681	0.6255	0.9417
682	0.5964	0.964
683	0.5295	0.9586
684	0.5562	0.9405
685	0.5587	0.9281
686	0.5416	0.927
687	0.5588	0.9421
688	0.5713	0.9256
689	0.6172	0.9538
690	0.5659	0.9314
691	0.659	0.9263
692	0.5592	0.9424
693	0.5631	0.9361
694	0.4953	0.9149
695	0.5284	0.9438
696	0.529	0.9269
697	0.546	0.9257
698	0.5034	0.9476
699	0.5106	0.9391
700	0.5291	0.918
701	0.5591	0.9347
702	0.5789	0.95
703	0.5491	0.9212
704	0.5666	0.9287
705	0.5759	0.9206
706	0.5557	0.9168
707	0.5266	0.9447
708	0.5443	0.923
709	0.5908	0.9329
710	0.573	0.9319
711	0.572	0.931
712	0.549	0.9102
713	0.5759	0.9349
714	0.5126	0.8955
715	0.4691	0.9157
716	0.5021	0.9176
717	0.5514	0.9225
718	0.5309	0.9221
719	0.5327	0.9225
720	0.5331	0.903
721	0.5354	0.9365
722	0.5426	0.9173
723	0.5644	0.8878
724	0.5475	0.9135
725	0.518	0.9364
726	0.4889	0.9093
727	0.5006	0.9194
728	0.4778	0.8705
729	0.49	0.9363
730	0.5297	0.8855
731	0.5044	0.8922
732	0.5515	0.9275
733	0.5505	0.9223
734	0.5833	0.8951
735	0.5098	0.9007
736	0.5308	0.8998
737	0.5255	0.8955
738	0.5356	0.8845
739	0.5859	0.8885
740	0.5799	0.9192
741	0.5281	0.9
742	0.5382	0.9088
743	0.5705	0.9114
744	0.5212	0.917
745	0.5257	0.9303
746	0.5481	0.9167
747	0.5272	0.8938
748	0.5524	0.8954
749	0.5344	0.8849
750	0.497	0.8883
751	0.4631	0.8903
752	0.543	0.8907
753	0.5496	0.9005
754	0.5794	0.8978
755	0.5404	0.8868
756	0.5692	0.8856
757	0.5587	0.8821
758	0.585	0.8872
759	0.5078	0.8997
760	0.5169	0.9037
761	0.4862	0.8753
762	0.5329	0.8854
763	0.5339	0.8896
764	0.5331	0.8797
765	0.5273	0.9033
766	0.55	0.9034
767	0.5563	0.9282
768	0.5519	0.934
769	0.4825	0.8798
770	0.5294	0.9089
771	0.6011	0.9199
772	0.523	0.9
773	0.5515	0.9072
774	0.568	0.9056
775	0.5432	0.9207
776	0.5126	0.8903
777	0.4956	0.9382
778	0.5279	0.9054
779	0.5479	0.9377
780	0.5566	0.8982
781	0.566	0.9034
782	0.5578	0.9384
783	0.521	0.942
784	0.5617	0.9416
785	0.5131	0.9334
786	0.5851	0.951
787	0.5908	0.9513
788	0.6014	0.9538
789	0.5482	0.95
790	0.594	0.9446
791	0.5219	0.9475
792	0.5132	0.9326
793	0.5043	0.9203
794	0.5812	0.9153
795	0.5809	0.9268
796	0.4712	0.9225
797	0.5064	0.9183
798	0.5282	0.9322
799	0.5377	0.9301
800	0.4906	0.8978
801	0.4682	0.9005
802	0.5039	0.9197
803	0.4756	0.9139
804	0.4984	0.913
805	0.5192	0.9299
806	0.5154	0.9296
807	0.5145	0.9093
808	0.5103	0.9245
809	0.5265	0.8973
810	0.5427	0.9657
811	0.5522	0.9186
812	0.4886	0.9135
813	0.5612	0.9189
814	0.5639	0.9132
815	0.4998	0.9118
816	0.4901	0.9111
817	0.5692	0.8955
818	0.5415	0.9098
819	0.5069	0.8893
820	0.5154	0.9116
821	0.5401	0.9097
822	0.5103	0.9219
823	0.5268	0.9003
824	0.5162	0.8857
825	0.526	0.8874
826	0.5203	0.8871
827	0.4812	0.8868
828	0.5565	0.8953
829	0.5453	0.894
830	0.5266	0.9173
831	0.5013	0.9241
832	0.5523	0.9284
833	0.5227	0.9294
834	0.5121	0.9201
835	0.5203	0.8914
836	0.5206	0.9173
837	0.5393	0.9099
838	0.5051	0.9181
839	0.5477	0.928
840	0.5531	0.9058
841	0.5637	0.911
842	0.5392	0.8971
843	0.5011	0.9154
844	0.5701	0.9261
845	0.475	0.8933
846	0.5435	0.902
847	0.54	0.8973
848	0.5446	0.9332
849	0.5387	0.9121
850	0.4997	0.9082
851	0.4994	0.8992
852	0.5268	0.9132
853	0.5759	0.9405
854	0.5358	0.8932
855	0.5322	0.8944
856	0.4868	0.9159
857	0.5236	0.8984
858	0.5145	0.9071
859	0.4947	0.8992
860	0.4721	0.8862
861	0.5116	0.9084
862	0.552	0.9054
863	0.4773	0.9113
864	0.5137	0.9225
865	0.567	0.8957
866	0.5277	0.9093
867	0.4822	0.8647
868	0.5713	0.8736
869	0.5131	0.8873
870	0.5408	0.9126
871	0.576	0.8853
872	0.5011	0.9242
873	0.4731	0.9192
874	0.4961	0.9307
875	0.5269	0.9061
876	0.5232	0.8959
877	0.5438	0.8902
878	0.5598	0.9049
879	0.5381	0.9058
880	0.5743	0.9137
881	0.5809	0.917
882	0.5269	0.9104
883	0.5615	0.8845
884	0.5324	0.8918
885	0.568	0.914
886	0.5078	0.9298
887	0.5527	0.9021
888	0.5382	0.8996
889	0.5501	0.9152
890	0.5225	0.8965
891	0.5608	0.9058
892	0.574	0.9047
893	0.5833	0.9097
894	0.5819	0.9241
895	0.5624	0.9125
896	0.5537	0.9115
897	0.5946	0.9018
898	0.5992	0.9137
899	0.5335	0.8929
900	0.5134	0.9154
901	0.5932	0.8938
902	0.5615	0.8975
903	0.5101	0.9091
904	0.5698	0.9113
905	0.4949	0.9151
906	0.5209	0.9014
907	0.6417	0.9137
908	0.5494	0.8979
909	0.5371	0.8783
910	0.509	0.895
911	0.5382	0.8925
912	0.5822	0.8692
913	0.5832	0.8636
914	0.5283	0.898
915	0.5519	0.8672
916	0.4706	0.8764
917	0.5301	0.899
918	0.4694	0.8584
919	0.5192	0.8825
920	0.5196	0.9162
921	0.489	0.8891
922	0.5126	0.8594
923	0.5052	0.9148
924	0.5288	0.917
925	0.5139	0.8971
926	0.5164	0.8655
927	0.5041	0.8727
928	0.5181	0.8574
929	0.5591	0.892
930	0.5275	0.8846
931	0.4737	0.8817
932	0.5153	0.8845
933	0.5291	0.862
934	0.5249	0.8745
935	0.4828	0.9143
936	0.5269	0.873
937	0.5419	0.8798
938	0.5299	0.8734
939	0.5285	0.8836
940	0.5467	0.8977
941	0.5678	0.9045
942	0.583	0.8848
943	0.5278	0.9072
944	0.4921	0.9068
945	0.4961	0.8869
946	0.4883	0.8941
947	0.5459	0.8843
948	0.5489	0.8822
949	0.5392	0.8961
950	0.5276	0.9069
951	0.5639	0.8915
952	0.5179	0.89
953	0.4757	0.8883
954	0.5052	0.86
955	0.5233	0.8872
956	0.5269	0.9026
957	0.4998	0.8737
958	0.5338	0.8712
959	0.5578	0.8878
960	0.5037	0.8871
961	0.5089	0.8807
962	0.5168	0.9046
963	0.4672	0.8796
964	0.5039	0.8925
965	0.5303	0.88
966	0.5007	0.8788
967	0.5229	0.8958
968	0.4906	0.8845
969	0.5102	0.9083
970	0.4932	0.8643
971	0.5265	0.8777
972	0.5052	0.8962
973	0.5455	0.8953
974	0.5323	0.8951
975	0.5401	0.9025
976	0.5351	0.895
977	0.5534	0.8969
978	0.5595	0.9102
979	0.5564	0.8977
980	0.5219	0.8911
981	0.5391	0.9033
982	0.5464	0.9088
983	0.5365	0.9164
984	0.5058	0.9378
985	0.5253	0.8872
986	0.5748	0.9268
987	0.5342	0.9172
988	0.5443	0.9057
989	0.4712	0.8997
990	0.5472	0.8699
991	0.5433	0.8866
992	0.5421	0.8852
993	0.5848	0.8968
994	0.5381	0.8908
995	0.5751	0.8713
996	0.5227	0.8959
997	0.5904	0.9047
998	0.582	0.9028
999	0.5677	0.9078
1000	0.5007	0.9126
1001	0.4789	0.8831
