Generation	Average	Best
178	0.6701	0.9688
179	0.7141	0.9677
180	0.7424	0.9747
181	0.7542	0.9717
182	0.7601	0.9694
183	0.7328	0.9706
184	0.7311	0.9683
185	0.7706	0.9646
186	0.7647	0.97
187	0.7979	0.9675
188	0.7808	0.9655
189	0.761	0.9654
190	0.6769	0.9685
191	0.685	0.9627
192	0.7168	0.9679
193	0.7524	0.961
194	0.7059	0.9667
195	0.7311	0.961
196	0.7339	0.9701
197	0.6977	0.9684
198	0.6813	0.9645
199	0.7412	0.971
200	0.7333	0.966
201	0.7625	0.9637
202	0.7367	0.9706
203	0.7705	0.9686
204	0.7513	0.9769
205	0.7623	0.9695
206	0.7353	0.9682
207	0.7437	0.9694
208	0.755	0.9713
209	0.7397	0.9667
210	0.7096	0.9684
211	0.7385	0.9765
212	0.7399	0.9691
213	0.732	0.9665
214	0.7573	0.9718
215	0.73	0.9629
216	0.6995	0.9643
217	0.7199	0.9616
218	0.721	0.9624
219	0.732	0.9597
220	0.6947	0.965
221	0.7558	0.9707
222	0.7349	0.9706
223	0.7613	0.966
224	0.7293	0.9709
225	0.7397	0.9596
226	0.7169	0.967
227	0.737	0.9641
228	0.7015	0.9664
229	0.7012	0.962
230	0.7224	0.9703
231	0.7805	0.9635
232	0.7848	0.9701
233	0.7637	0.9684
234	0.7746	0.9665
235	0.7483	0.9625
236	0.724	0.9653
237	0.714	0.9625
238	0.7106	0.9658
239	0.7121	0.9618
240	0.7317	0.9655
241	0.6743	0.969
242	0.6966	0.9622
243	0.6971	0.963
244	0.7263	0.9699
245	0.7329	0.9642
246	0.7531	0.9663
247	0.7347	0.9699
248	0.7531	0.9584
249	0.7487	0.9553
250	0.7328	0.9661
251	0.6894	0.9603
252	0.7742	0.9688
253	0.7625	0.9574
254	0.733	0.9555
255	0.741	0.9643
256	0.756	0.9701
257	0.7389	0.964
258	0.7498	0.9579
259	0.7684	0.9563
260	0.7643	0.9633
261	0.7178	0.9635
262	0.7447	0.97
263	0.7641	0.9674
264	0.779	0.9634
265	0.7624	0.9663
266	0.7468	0.9599
267	0.757	0.9581
268	0.764	0.9657
269	0.7226	0.9667
270	0.7397	0.9608
271	0.7281	0.9663
272	0.7411	0.9578
273	0.7019	0.9636
274	0.7482	0.9663
275	0.7661	0.9683
276	0.7571	0.9628
277	0.7288	0.9668
278	0.6969	0.9677
279	0.7451	0.9638
280	0.73	0.9619
281	0.7035	0.9697
282	0.7296	0.9642
283	0.7266	0.96
284	0.7178	0.9606
285	0.7442	0.9604
286	0.7052	0.969
287	0.7035	0.9667
288	0.6972	0.9674
289	0.7339	0.9603
290	0.7556	0.965
291	0.7378	0.9688
292	0.7226	0.9662
293	0.7839	0.9614
294	0.7427	0.9689
295	0.7076	0.9571
296	0.7014	0.9609
297	0.7269	0.9662
298	0.7495	0.9633
299	0.7331	0.9643
300	0.7175	0.9635
301	0.7416	0.9664
302	0.7409	0.9669
303	0.7977	0.9683
304	0.7929	0.9657
305	0.7888	0.9555
306	0.7429	0.9659
307	0.7572	0.9658
308	0.7602	0.9593
309	0.7591	0.9586
310	0.7244	0.9575
311	0.7376	0.9598
312	0.7299	0.9691
313	0.7554	0.9646
314	0.7335	0.9712
315	0.726	0.9665
316	0.748	0.9652
317	0.7444	0.9638
318	0.7774	0.9644
319	0.7487	0.9644
320	0.7444	0.9639
321	0.74	0.9639
322	0.711	0.9605
323	0.7534	0.9621
324	0.7561	0.963
325	0.7499	0.9554
326	0.7213	0.9588
327	0.7017	0.9661
328	0.7304	0.9493
329	0.7538	0.9529
330	0.7229	0.9642
331	0.7345	0.9696
332	0.7398	0.9518
333	0.7413	0.9684
334	0.7228	0.9642
335	0.7697	0.9655
336	0.7376	0.9696
337	0.7833	0.9658
338	0.7332	0.9642
339	0.725	0.96
340	0.7418	0.9626
341	0.7799	0.9612
342	0.7557	0.9593
343	0.7509	0.9671
344	0.7055	0.9655
345	0.7619	0.9685
346	0.7277	0.9677
347	0.7765	0.9677
348	0.784	0.9681
349	0.77	0.9641
350	0.7777	0.9646
351	0.7428	0.9691
352	0.7421	0.966
353	0.7366	0.9664
354	0.746	0.9667
355	0.6976	0.9674
356	0.7508	0.9684
357	0.7567	0.9671
358	0.76	0.9726
359	0.8023	0.9693
360	0.7705	0.973
361	0.7135	0.9606
362	0.7598	0.9702
363	0.7682	0.9662
364	0.7766	0.9721
365	0.7559	0.9597
366	0.7294	0.9658
367	0.7307	0.965
368	0.6982	0.9638
369	0.7148	0.9632
370	0.7114	0.9624
371	0.7409	0.9626
372	0.7447	0.9611
373	0.7415	0.9552
374	0.752	0.9591
375	0.7617	0.9635
376	0.749	0.9665
377	0.7331	0.959
378	0.8106	0.9621
379	0.7889	0.9668
380	0.7905	0.9643
381	0.7383	0.9562
382	0.7402	0.9623
383	0.757	0.9593
384	0.7283	0.9591
385	0.7312	0.9625
386	0.7695	0.9657
387	0.7497	0.9645
388	0.7128	0.9639
389	0.7096	0.9621
390	0.6878	0.9657
391	0.7532	0.9703
392	0.7131	0.9621
393	0.7733	0.9649
394	0.749	0.9587
395	0.7771	0.9667
396	0.7471	0.9633
397	0.7804	0.9633
398	0.7168	0.97
399	0.742	0.9622
400	0.6922	0.9717
401	0.7068	0.9643
402	0.7505	0.9679
403	0.7189	0.966
404	0.7212	0.9668
405	0.7578	0.9674
406	0.7544	0.9631
407	0.7464	0.9596
408	0.7909	0.9601
409	0.7744	0.961
410	0.7214	0.9602
411	0.7626	0.968
412	0.7647	0.9662
413	0.7792	0.9686
414	0.7244	0.9647
415	0.7218	0.9565
416	0.7731	0.9644
417	0.775	0.9556
418	0.7536	0.9559
419	0.7237	0.955
420	0.7228	0.9637
421	0.733	0.9649
422	0.7155	0.9677
423	0.7252	0.9653
424	0.7601	0.9686
425	0.7159	0.9668
426	0.7653	0.9676
427	0.7176	0.9666
428	0.7192	0.9644
429	0.7283	0.9565
430	0.7772	0.9612
431	0.7615	0.9667
432	0.7798	0.9673
433	0.7367	0.9617
434	0.7275	0.9638
435	0.7661	0.9606
436	0.7619	0.9636
437	0.7864	0.9617
438	0.7647	0.9637
439	0.7489	0.9663
440	0.7535	0.9522
441	0.7637	0.9591
442	0.7798	0.9565
443	0.7353	0.9524
444	0.7573	0.9544
445	0.7621	0.9536
446	0.7633	0.9469
447	0.7775	0.9485
448	0.7645	0.9561
449	0.7614	0.9548
450	0.7075	0.9525
451	0.7052	0.9545
452	0.7106	0.9521
453	0.6909	0.9464
454	0.7181	0.9533
455	0.7379	0.9548
456	0.733	0.9562
457	0.7604	0.9546
458	0.7641	0.9629
459	0.6998	0.9689
460	0.7514	0.9598
461	0.7471	0.9619
462	0.757	0.9622
463	0.7298	0.9614
464	0.7218	0.9522
465	0.7346	0.9655
466	0.8235	0.9641
467	0.7802	0.959
468	0.7566	0.9586
469	0.7582	0.9602
470	0.7162	0.9568
471	0.7349	0.9521
472	0.725	0.9609
473	0.7229	0.9537
474	0.7238	0.9563
475	0.7423	0.9555
476	0.7666	0.9546
477	0.7628	0.9597
478	0.7275	0.9564
479	0.7187	0.9572
480	0.7033	0.9642
481	0.7144	0.9507
482	0.7195	0.9547
483	0.7232	0.9603
484	0.7198	0.9567
485	0.7675	0.9573
486	0.7603	0.9599
487	0.763	0.9562
488	0.7712	0.9647
489	0.7682	0.9515
490	0.7636	0.9525
491	0.6833	0.9605
492	0.6758	0.9495
493	0.7762	0.9513
494	0.7385	0.9574
495	0.7305	0.9527
496	0.7536	0.9522
497	0.759	0.9555
498	0.7516	0.9512
499	0.7558	0.9481
500	0.7383	0.9486
501	0.7585	0.9548
502	0.7544	0.9514
503	0.7564	0.9568
504	0.7427	0.9449
505	0.7425	0.9572
506	0.7323	0.9601
507	0.7604	0.9615
508	0.7767	0.9549
509	0.755	0.9532
510	0.7326	0.9531
511	0.7419	0.9569
512	0.7662	0.9604
513	0.7366	0.9632
514	0.7167	0.9654
515	0.7089	0.9633
516	0.7336	0.9565
517	0.6933	0.9638
518	0.715	0.9589
519	0.7608	0.9605
520	0.7714	0.9611
521	0.7601	0.9653
522	0.7871	0.972
523	0.7747	0.9645
524	0.7841	0.9687
525	0.7526	0.9625
526	0.7664	0.9601
527	0.7748	0.9556
528	0.776	0.9627
529	0.7497	0.9564
530	0.7545	0.9643
531	0.6973	0.9652
532	0.7196	0.9636
533	0.722	0.9612
534	0.7519	0.9639
535	0.7654	0.9599
536	0.7258	0.9571
537	0.7657	0.9587
538	0.7567	0.9571
539	0.774	0.9554
540	0.7996	0.9597
541	0.752	0.959
542	0.7424	0.9649
543	0.7249	0.957
544	0.7484	0.957
545	0.7569	0.9595
546	0.7363	0.9548
547	0.7127	0.9445
548	0.7521	0.9538
549	0.7521	0.9566
550	0.7152	0.956
551	0.7289	0.9523
552	0.7371	0.9531
553	0.78	0.9514
554	0.7654	0.9552
555	0.7148	0.9587
556	0.7357	0.9504
557	0.7605	0.9549
558	0.7181	0.9551
559	0.6973	0.9518
560	0.7718	0.9555
561	0.7715	0.9581
562	0.7633	0.957
563	0.7549	0.9571
564	0.7445	0.9549
565	0.7528	0.956
566	0.6829	0.9492
567	0.7286	0.9555
568	0.663	0.9577
569	0.6894	0.9549
570	0.7671	0.9691
571	0.771	0.9577
572	0.8037	0.9639
573	0.7632	0.9709
574	0.7515	0.9608
575	0.7101	0.968
576	0.7263	0.9677
577	0.7532	0.9655
578	0.7542	0.965
579	0.75	0.9545
580	0.7458	0.9519
581	0.7191	0.9504
582	0.7055	0.955
583	0.7342	0.956
584	0.7425	0.9612
585	0.76	0.9594
586	0.7653	0.9616
587	0.7959	0.9607
588	0.7673	0.9489
589	0.7346	0.9493
590	0.7867	0.952
591	0.7756	0.9551
592	0.7908	0.9461
593	0.7693	0.9482
594	0.7509	0.9539
595	0.7275	0.9548
596	0.7261	0.9522
597	0.7335	0.9672
598	0.7434	0.954
599	0.7366	0.9697
600	0.7271	0.9612
601	0.6959	0.9611
602	0.7421	0.9616
603	0.7461	0.9637
604	0.7669	0.96
605	0.6668	0.9604
606	0.7088	0.9638
607	0.7239	0.9534
608	0.7433	0.9585
609	0.712	0.9535
610	0.7592	0.9743
611	0.7571	0.9598
612	0.6733	0.9552
613	0.721	0.9624
614	0.7272	0.9539
615	0.7476	0.9554
616	0.7171	0.9568
617	0.6913	0.954
618	0.7135	0.9627
619	0.7059	0.9599
620	0.7363	0.9569
621	0.7209	0.9589
622	0.7326	0.9514
623	0.7377	0.954
624	0.7112	0.9472
625	0.7245	0.9503
626	0.6954	0.9517
627	0.7059	0.9551
628	0.7474	0.9548
629	0.7412	0.9475
630	0.7286	0.961
631	0.708	0.9549
632	0.7297	0.9521
633	0.6906	0.9608
634	0.7215	0.9564
635	0.7004	0.9527
636	0.7067	0.9532
637	0.726	0.9603
638	0.718	0.9534
639	0.7707	0.9528
640	0.7881	0.9558
641	0.7646	0.952
642	0.7998	0.9506
643	0.745	0.9544
644	0.7427	0.9524
645	0.7417	0.9552
646	0.7459	0.9546
647	0.7404	0.9441
648	0.7686	0.9531
649	0.7396	0.9537
650	0.7096	0.9547
651	0.6994	0.9524
652	0.6843	0.9503
653	0.7174	0.9566
654	0.7336	0.9547
655	0.7074	0.9371
656	0.6928	0.9516
657	0.6772	0.946
658	0.6942	0.9544
659	0.7312	0.9452
660	0.7343	0.9582
661	0.7229	0.9541
662	0.7329	0.948
663	0.7153	0.9566
664	0.7506	0.957
665	0.7289	0.958
666	0.7452	0.9573
667	0.7631	0.9612
668	0.7193	0.9477
669	0.7151	0.9503
670	0.7003	0.958
671	0.6668	0.9376
672	0.7189	0.9422
673	0.7069	0.9493
674	0.7416	0.9394
675	0.7023	0.9423
676	0.7346	0.9438
677	0.7108	0.9424
678	0.7354	0.9427
679	0.7677	0.9447
680	0.7859	0.9487
681	0.7418	0.9517
682	0.6874	0.9452
683	0.7428	0.9425
684	0.7108	0.932
685	0.7007	0.954
686	0.7009	0.9411
687	0.6801	0.9494
688	0.6891	0.9505
689	0.7242	0.9482
690	0.7215	0.9462
691	0.7431	0.9461
