Generation	Average	Best
138	0.2612	0.3557
139	0.2645	0.3637
140	0.2692	0.3555
141	0.277	0.4178
142	0.2794	0.3892
143	0.2722	0.3977
144	0.2541	0.3986
145	0.2517	0.3993
146	0.2662	0.4092
147	0.2513	0.367
148	0.2537	0.3999
149	0.2634	0.3978
150	0.2735	0.4424
151	0.2743	0.3898
152	0.2729	0.3986
153	0.2771	0.3785
154	0.2888	0.3985
155	0.2738	0.3807
156	0.2739	0.4011
157	0.2771	0.4405
158	0.2629	0.4303
159	0.2817	0.3896
160	0.2823	0.3868
161	0.268	0.4199
162	0.273	0.4299
163	0.2768	0.3915
164	0.279	0.3995
165	0.2832	0.4224
166	0.2876	0.4602
167	0.2759	0.434
168	0.2711	0.4184
169	0.2645	0.392
170	0.2841	0.4129
171	0.2752	0.4785
172	0.2767	0.4123
173	0.2781	0.4413
174	0.2837	0.3995
175	0.2775	0.3862
176	0.2711	0.4306
177	0.2826	0.4118
178	0.2736	0.432
179	0.2928	0.4532
180	0.2892	0.4416
181	0.2865	0.4239
182	0.2963	0.4253
183	0.2929	0.4296
184	0.3026	0.4321
185	0.2906	0.4555
186	0.2982	0.4262
187	0.3006	0.4596
188	0.3069	0.4297
189	0.2912	0.4429
190	0.2977	0.4575
191	0.2941	0.4261
192	0.2954	0.4468
193	0.2973	0.4727
194	0.3022	0.444
195	0.304	0.4129
196	0.297	0.4811
197	0.3027	0.4125
198	0.2951	0.4663
199	0.3058	0.4373
200	0.3129	0.4312
201	0.3211	0.4608
202	0.3019	0.4738
203	0.3222	0.4983
204	0.3073	0.5249
205	0.3125	0.4585
206	0.3204	0.5381
207	0.3276	0.4979
208	0.3305	0.4876
209	0.3299	0.5028
210	0.3363	0.4998
211	0.3328	0.4795
212	0.3303	0.4828
213	0.3388	0.4896
214	0.3327	0.5233
215	0.3386	0.5324
216	0.3498	0.5774
217	0.3746	0.6335
218	0.3437	0.5788
219	0.3527	0.5996
220	0.3764	0.6615
221	0.3735	0.5959
222	0.3667	0.6669
223	0.3698	0.6173
224	0.4014	0.6516
225	0.3825	0.6785
226	0.3907	0.6339
227	0.3937	0.6735
228	0.4247	0.6796
229	0.4201	0.7206
230	0.426	0.7245
231	0.4066	0.7182
232	0.4057	0.7021
233	0.4381	0.7055
234	0.4416	0.6834
235	0.4589	0.7192
236	0.4572	0.7304
237	0.4832	0.7626
238	0.4921	0.7645
239	0.4751	0.7862
240	0.4864	0.7556
241	0.5084	0.7997
242	0.5025	0.7757
243	0.5335	0.8003
244	0.5018	0.7956
245	0.5036	0.8007
246	0.5399	0.7709
247	0.5393	0.8239
248	0.5139	0.7758
249	0.5198	0.8097
250	0.5572	0.7956
251	0.5534	0.8001
252	0.5249	0.7934
253	0.5636	0.8019
254	0.5532	0.8159
255	0.5382	0.7804
256	0.5608	0.8104
257	0.5361	0.8011
258	0.5333	0.8276
259	0.5494	0.7971
260	0.5684	0.8332
261	0.511	0.8375
262	0.5658	0.8237
263	0.5484	0.8186
264	0.5231	0.8316
265	0.573	0.8352
266	0.5674	0.8598
267	0.6099	0.8417
268	0.5745	0.8466
269	0.5725	0.8384
270	0.5256	0.8538
271	0.5836	0.8432
272	0.6102	0.8453
273	0.5744	0.8571
274	0.5628	0.8564
275	0.6036	0.8823
276	0.5664	0.8706
277	0.5377	0.8527
278	0.5347	0.863
279	0.616	0.8613
280	0.6179	0.858
281	0.6233	0.8618
282	0.5854	0.8692
283	0.586	0.8906
284	0.598	0.9135
285	0.5885	0.902
286	0.5799	0.9083
287	0.6193	0.9219
288	0.5483	0.8923
289	0.5768	0.9146
290	0.6166	0.9237
291	0.6055	0.8899
292	0.6524	0.9032
293	0.6006	0.9541
294	0.606	0.9381
295	0.5861	0.9186
296	0.5519	0.899
297	0.6193	0.915
298	0.6202	0.9325
299	0.5961	0.9164
300	0.591	0.8943
301	0.6158	0.8898
302	0.5816	0.9083
303	0.5827	0.9162
304	0.5635	0.9262
305	0.5637	0.9112
306	0.5753	0.9328
307	0.6059	0.945
308	0.5898	0.944
309	0.5922	0.9531
310	0.6168	0.9485
311	0.5422	0.8998
312	0.5819	0.9577
313	0.579	0.9571
314	0.6246	0.95
315	0.59	0.9393
316	0.6162	0.9558
317	0.5987	0.9435
318	0.5996	0.9374
319	0.6238	0.9433
320	0.6793	0.943
321	0.6342	0.9478
322	0.5912	0.9232
323	0.6497	0.9162
324	0.6534	0.8948
325	0.5954	0.9103
326	0.5766	0.8987
327	0.5809	0.9443
328	0.596	0.9019
329	0.6401	0.9236
330	0.6295	0.9172
331	0.5561	0.9005
332	0.5899	0.9
333	0.63	0.8999
334	0.5822	0.9039
335	0.588	0.9096
336	0.6166	0.9263
337	0.6593	0.9262
338	0.6663	0.9024
339	0.5619	0.9098
340	0.5523	0.9029
341	0.5791	0.9161
342	0.6199	0.8946
343	0.5805	0.854
344	0.6161	0.8889
345	0.5896	0.8921
346	0.5608	0.8923
347	0.5757	0.9007
348	0.5753	0.9104
349	0.6007	0.8737
350	0.595	0.8696
351	0.5865	0.8935
352	0.6122	0.9024
353	0.6418	0.9153
354	0.5798	0.9208
355	0.6272	0.9248
356	0.5982	0.9112
357	0.6245	0.9113
358	0.6182	0.9301
359	0.6149	0.9193
360	0.609	0.8993
361	0.6471	0.9019
362	0.5983	0.9157
363	0.5861	0.9169
364	0.6036	0.9283
365	0.5732	0.9503
366	0.6279	0.9084
367	0.5891	0.9398
368	0.5646	0.9176
369	0.6414	0.9518
370	0.6079	0.9467
371	0.6603	0.9476
372	0.6334	0.9361
373	0.6516	0.9583
374	0.6512	0.9545
375	0.6184	0.9161
376	0.6155	0.9037
377	0.642	0.9398
378	0.6575	0.9179
379	0.6156	0.9252
380	0.6352	0.9373
381	0.6283	0.9269
382	0.58	0.974
383	0.6098	0.9407
384	0.6115	0.9634
385	0.6592	0.9305
386	0.5797	0.9407
387	0.5958	0.9503
388	0.568	0.9403
389	0.6036	0.9553
390	0.6267	0.914
391	0.6093	0.9463
392	0.6068	0.9403
393	0.6029	0.9162
394	0.6171	0.8888
395	0.6303	0.8828
396	0.64	0.8817
397	0.6116	0.8893
398	0.611	0.9021
399	0.6347	0.9227
400	0.6568	0.902
401	0.644	0.9088
402	0.5967	0.9064
403	0.6087	0.9116
404	0.6341	0.9242
405	0.6407	0.8937
406	0.5973	0.8899
407	0.6074	0.9017
408	0.6131	0.8937
409	0.5856	0.9061
410	0.6122	0.8855
411	0.6407	0.8969
412	0.636	0.9089
413	0.5963	0.9029
414	0.6468	0.9252
415	0.5875	0.9178
416	0.5792	0.9085
417	0.6038	0.9015
418	0.61	0.9225
419	0.6515	0.914
420	0.6518	0.9272
421	0.676	0.9478
422	0.602	0.9284
423	0.6313	0.9217
424	0.6095	0.894
425	0.5928	0.9221
426	0.5769	0.9261
427	0.6345	0.9369
428	0.6041	0.921
429	0.6117	0.9154
430	0.5717	0.9158
431	0.5988	0.9207
432	0.6017	0.9274
433	0.5964	0.9444
434	0.6035	0.9489
435	0.5726	0.9651
436	0.6453	0.9371
437	0.6185	0.9278
438	0.6074	0.9567
439	0.5777	0.8996
440	0.618	0.921
441	0.622	0.9384
442	0.6186	0.9375
443	0.6043	0.9474
444	0.6198	0.9297
445	0.5892	0.9406
446	0.589	0.9273
447	0.6027	0.9365
448	0.5743	0.9295
449	0.6443	0.9201
450	0.5565	0.9174
451	0.5988	0.9464
452	0.6124	0.9302
453	0.5649	0.93
454	0.5494	0.8996
455	0.5709	0.9247
456	0.5906	0.9123
457	0.5938	0.8776
458	0.6084	0.9138
459	0.5581	0.8823
460	0.542	0.8861
461	0.6056	0.9365
462	0.6225	0.9131
463	0.5717	0.9024
464	0.5813	0.9139
465	0.5656	0.9239
466	0.6375	0.9359
467	0.6286	0.9417
468	0.6137	0.8978
469	0.6064	0.9455
470	0.59	0.9237
471	0.5801	0.9221
472	0.5697	0.9333
473	0.6103	0.944
474	0.5812	0.9381
475	0.5715	0.9355
476	0.5875	0.8999
477	0.5943	0.9112
478	0.6034	0.8956
479	0.5592	0.9134
480	0.5742	0.9188
481	0.5801	0.9467
482	0.6164	0.9369
483	0.6238	0.9288
484	0.5942	0.9403
485	0.614	0.9098
486	0.578	0.9082
487	0.5235	0.8834
488	0.5352	0.8829
489	0.5584	0.8629
490	0.5989	0.8835
491	0.6322	0.8726
492	0.6118	0.8717
493	0.6014	0.9135
494	0.5553	0.8912
495	0.5641	0.8961
496	0.6238	0.913
497	0.587	0.9014
498	0.5746	0.8983
499	0.5799	0.9141
500	0.5652	0.899
501	0.566	0.8993
502	0.5466	0.9072
503	0.6098	0.9182
504	0.5873	0.8983
505	0.5628	0.9128
506	0.5624	0.8963
507	0.5816	0.9193
508	0.6066	0.901
509	0.6066	0.8657
510	0.608	0.9043
511	0.6123	0.9178
512	0.6157	0.9033
513	0.5786	0.9127
514	0.5598	0.8539
515	0.5866	0.8778
516	0.5919	0.9114
517	0.602	0.8766
518	0.5764	0.8946
519	0.5814	0.856
520	0.558	0.9097
521	0.5373	0.9168
522	0.5642	0.901
523	0.6018	0.9012
524	0.6427	0.8879
525	0.6197	0.8679
526	0.6119	0.8598
527	0.6232	0.8995
528	0.6057	0.873
529	0.5679	0.8704
530	0.6332	0.8792
531	0.6389	0.8688
532	0.5978	0.8779
533	0.6328	0.9006
534	0.5826	0.8819
535	0.6166	0.8783
536	0.6062	0.8854
537	0.6685	0.8837
538	0.6726	0.8871
539	0.6401	0.8625
540	0.6478	0.8711
541	0.634	0.878
542	0.6507	0.8598
543	0.5579	0.8684
544	0.5807	0.876
545	0.617	0.8762
546	0.6084	0.8814
547	0.6249	0.8967
548	0.6216	0.8921
549	0.6282	0.8651
550	0.638	0.8857
551	0.5938	0.9281
552	0.628	0.8781
553	0.5648	0.9056
554	0.58	0.8999
555	0.5994	0.8818
556	0.5932	0.925
557	0.632	0.9059
558	0.6039	0.9003
559	0.5802	0.9065
560	0.6256	0.9142
561	0.6118	0.8973
562	0.5815	0.9347
563	0.6168	0.9381
564	0.6563	0.9188
565	0.5999	0.9124
566	0.605	0.9422
567	0.6158	0.9512
568	0.6209	0.9464
569	0.5958	0.9563
570	0.5491	0.9084
571	0.6051	0.9379
572	0.6141	0.9446
573	0.6348	0.915
574	0.6306	0.9173
575	0.589	0.9487
576	0.6329	0.954
577	0.5817	0.9147
578	0.5922	0.929
579	0.6076	0.9387
580	0.5925	0.9167
581	0.6143	0.9427
582	0.6759	0.9662
583	0.6714	0.9405
584	0.673	0.9267
585	0.6375	0.9054
586	0.6571	0.9195
587	0.6356	0.9223
588	0.6256	0.9138
589	0.5931	0.9409
590	0.6225	0.9032
591	0.6696	0.9118
592	0.6239	0.9206
593	0.6172	0.93
594	0.6541	0.9028
595	0.6388	0.9079
596	0.5823	0.9308
597	0.6316	0.9309
598	0.5806	0.9386
599	0.6206	0.9495
600	0.6786	0.9145
601	0.676	0.9162
602	0.6398	0.9199
603	0.645	0.9354
604	0.6477	0.9319
605	0.5876	0.9057
606	0.6256	0.9298
607	0.6772	0.9053
608	0.6215	0.9033
609	0.6069	0.9001
610	0.6593	0.9303
611	0.6293	0.9167
612	0.5662	0.8925
613	0.6115	0.9003
614	0.6371	0.9141
615	0.6361	0.9116
616	0.6416	0.944
617	0.6399	0.9531
618	0.6235	0.9271
619	0.6916	0.9141
620	0.66	0.9311
621	0.6409	0.9386
622	0.6392	0.9112
623	0.6076	0.9045
624	0.6381	0.9183
625	0.652	0.8865
626	0.6489	0.9403
627	0.6206	0.9547
628	0.6088	0.9348
629	0.6468	0.9404
630	0.6237	0.9642
631	0.6074	0.9629
632	0.5875	0.9541
633	0.6272	0.918
634	0.6167	0.9188
635	0.5735	0.9398
636	0.6054	0.9336
637	0.6166	0.944
638	0.6328	0.9434
639	0.6581	0.933
640	0.566	0.9212
641	0.6007	0.906
642	0.6497	0.9614
643	0.5993	0.9259
644	0.6129	0.9169
645	0.6356	0.9295
646	0.6727	0.909
647	0.6187	0.9113
648	0.6274	0.9735
649	0.6007	0.9088
650	0.6195	0.9081
651	0.6384	0.8956
652	0.6427	0.8988
653	0.6101	0.8907
654	0.5608	0.928
655	0.6465	0.9221
656	0.6507	0.8943
657	0.6319	0.9586
658	0.6477	0.9111
659	0.6577	0.9187
660	0.639	0.9127
661	0.6208	0.9117
662	0.6459	0.9189
663	0.6321	0.9217
664	0.613	0.9163
665	0.6572	0.9312
666	0.6145	0.915
667	0.5906	0.924
668	0.6369	0.8981
669	0.6469	0.937
670	0.6429	0.919
671	0.6367	0.9202
672	0.6201	0.9031
673	0.6513	0.8904
674	0.6232	0.9241
675	0.6142	0.914
676	0.6342	0.9285
677	0.6643	0.9376
678	0.6845	0.9305
679	0.6401	0.9144
680	0.7045	0.9285
681	0.6551	0.9163
682	0.6602	0.9182
683	0.6274	0.9268
684	0.6286	0.916
685	0.6013	0.9246
686	0.6065	0.9111
687	0.652	0.9234
688	0.6281	0.9195
689	0.6844	0.9187
690	0.654	0.9416
691	0.6438	0.9027
692	0.6165	0.9257
693	0.6333	0.9205
694	0.6244	0.8831
695	0.6127	0.9239
696	0.6044	0.9161
697	0.6316	0.9409
698	0.6716	0.9018
699	0.6737	0.9037
700	0.6338	0.8955
701	0.6416	0.9179
702	0.665	0.935
703	0.6065	0.9204
704	0.679	0.9276
705	0.6484	0.9265
706	0.641	0.9477
707	0.6806	0.9425
708	0.654	0.9114
709	0.6252	0.9272
710	0.5652	0.9178
711	0.669	0.9412
712	0.6677	0.9241
713	0.6532	0.957
714	0.6946	0.9388
715	0.6615	0.9376
716	0.6652	0.9303
717	0.6407	0.929
718	0.6473	0.9364
719	0.6325	0.9129
720	0.5826	0.9458
721	0.5864	0.9449
722	0.6398	0.9236
723	0.6113	0.921
724	0.6399	0.9044
725	0.6153	0.9194
726	0.6322	0.9382
727	0.6617	0.9488
728	0.6758	0.9291
729	0.5888	0.9173
730	0.6165	0.9281
731	0.6526	0.9229
732	0.6156	0.8916
733	0.6004	0.9295
734	0.6394	0.9201
735	0.6289	0.9354
736	0.6107	0.8773
737	0.6014	0.892
738	0.5926	0.904
739	0.6263	0.8896
740	0.636	0.8877
741	0.6185	0.8926
742	0.6447	0.906
743	0.5866	0.8967
744	0.5746	0.9293
745	0.6236	0.9048
746	0.6154	0.9073
747	0.6277	0.9035
748	0.5638	0.9242
749	0.6306	0.9019
750	0.5942	0.9068
751	0.6258	0.9101
752	0.6475	0.9149
753	0.5683	0.9017
754	0.5803	0.8948
755	0.6175	0.9212
756	0.6232	0.905
757	0.6167	0.9253
758	0.6575	0.9215
759	0.6701	0.9298
760	0.658	0.9291
761	0.6196	0.9373
762	0.611	0.93
763	0.6234	0.931
764	0.6755	0.9379
765	0.6197	0.9124
766	0.644	0.9434
767	0.6139	0.944
768	0.5921	0.921
769	0.6001	0.93
770	0.668	0.933
771	0.6286	0.9454
772	0.6262	0.9349
773	0.5344	0.9247
774	0.6628	0.9413
775	0.6552	0.9521
776	0.6625	0.9389
777	0.6697	0.9492
778	0.6422	0.9298
779	0.645	0.9174
780	0.6457	0.9702
781	0.6307	0.9695
782	0.688	0.9486
783	0.6742	0.95
784	0.6786	0.9491
785	0.5887	0.9401
786	0.6211	0.9346
787	0.5958	0.9349
788	0.5994	0.9363
789	0.5967	0.939
790	0.6661	0.9462
791	0.6362	0.9395
792	0.6777	0.9137
793	0.6428	0.9299
794	0.7056	0.9246
795	0.6718	0.9508
796	0.6764	0.9096
797	0.6498	0.9131
798	0.6185	0.9135
799	0.5988	0.9383
800	0.6324	0.9328
801	0.6712	0.935
802	0.6861	0.9324
803	0.6676	0.9331
804	0.6496	0.9405
805	0.641	0.9585
806	0.6191	0.9258
807	0.5633	0.9313
808	0.6434	0.9491
809	0.6023	0.9251
810	0.6025	0.9358
811	0.5992	0.9272
812	0.5735	0.9469
813	0.6563	0.9555
814	0.637	0.938
815	0.6408	0.9362
816	0.5996	0.9375
817	0.5898	0.9253
818	0.6394	0.9437
819	0.6667	0.9424
820	0.6474	0.9423
821	0.6347	0.9328
822	0.6415	0.9404
823	0.6641	0.9347
824	0.6234	0.9434
825	0.6273	0.9417
826	0.6402	0.94
827	0.6338	0.9622
828	0.6154	0.9566
829	0.5707	0.9161
830	0.5898	0.9276
831	0.61	0.9455
832	0.6343	0.8863
833	0.66	0.9119
834	0.6442	0.9142
835	0.6664	0.9087
836	0.6139	0.914
837	0.6386	0.9068
838	0.5739	0.9222
839	0.6232	0.9382
840	0.6485	0.935
841	0.6038	0.9253
842	0.6093	0.9227
843	0.6228	0.9304
844	0.6092	0.9309
845	0.5909	0.9275
846	0.6058	0.9171
847	0.6378	0.9259
848	0.6066	0.9309
849	0.5749	0.9088
850	0.605	0.8937
851	0.6072	0.9076
852	0.5936	0.9471
853	0.5708	0.8927
854	0.6546	0.9288
855	0.6752	0.9176
856	0.6083	0.9551
857	0.6042	0.9001
858	0.6455	0.9215
859	0.6885	0.9402
860	0.6987	0.9337
861	0.6602	0.9324
862	0.6638	0.9213
863	0.6878	0.9078
864	0.6697	0.8917
865	0.6098	0.9205
866	0.6549	0.9438
867	0.6323	0.9224
868	0.6314	0.9381
869	0.6393	0.9502
870	0.6535	0.9435
871	0.6537	0.9051
872	0.6731	0.9131
873	0.6652	0.9068
874	0.6504	0.9105
875	0.6442	0.9066
876	0.6612	0.9118
877	0.6163	0.911
878	0.6795	0.9153
879	0.6416	0.9109
880	0.6824	0.918
881	0.6267	0.9265
882	0.6425	0.9224
883	0.6352	0.9367
884	0.685	0.9498
885	0.6508	0.9403
886	0.6776	0.9418
887	0.6097	0.9485
888	0.6321	0.9219
889	0.6198	0.9222
890	0.7017	0.9017
891	0.6918	0.9288
892	0.6967	0.8897
893	0.6448	0.9125
894	0.6215	0.8979
895	0.6399	0.9184
896	0.5834	0.8919
897	0.5981	0.8835
898	0.5766	0.9209
899	0.6026	0.921
900	0.6505	0.9239
901	0.6495	0.934
902	0.6161	0.8928
903	0.6422	0.9139
904	0.6425	0.9327
905	0.6278	0.9302
906	0.6049	0.9053
907	0.6157	0.9169
908	0.6518	0.9021
909	0.663	0.8965
910	0.6336	0.9069
911	0.6636	0.9136
912	0.679	0.9231
913	0.6482	0.9264
914	0.6353	0.8876
915	0.636	0.9258
916	0.5887	0.9331
917	0.603	0.9181
918	0.6499	0.9151
919	0.6082	0.9187
920	0.6165	0.9197
921	0.5819	0.9025
922	0.6229	0.9083
923	0.6391	0.9359
924	0.5917	0.8924
925	0.6528	0.9107
926	0.6101	0.9053
927	0.6236	0.934
928	0.6337	0.8893
929	0.6272	0.9037
930	0.6363	0.9316
931	0.6305	0.9242
932	0.6371	0.9232
933	0.6096	0.9141
934	0.5947	0.9415
935	0.626	0.8872
936	0.619	0.9095
937	0.6385	0.9143
938	0.611	0.9336
939	0.6301	0.9452
940	0.65	0.9215
941	0.581	0.8905
942	0.6126	0.8844
943	0.6028	0.9302
944	0.6349	0.9021
945	0.6164	0.8872
946	0.6273	0.9153
947	0.6352	0.9196
948	0.6393	0.899
949	0.6413	0.9045
950	0.6378	0.9327
951	0.6286	0.9083
952	0.6358	0.908
953	0.6155	0.9153
954	0.6292	0.9172
955	0.6592	0.9301
956	0.6484	0.9337
957	0.6174	0.9152
958	0.5891	0.8983
959	0.6454	0.926
960	0.597	0.9206
961	0.5939	0.9387
962	0.6079	0.9142
963	0.6189	0.92
964	0.5837	0.9392
965	0.6122	0.955
966	0.6472	0.9306
967	0.6589	0.945
968	0.7064	0.9574
969	0.667	0.9501
970	0.6082	0.9379
971	0.6549	0.9532
972	0.6169	0.933
973	0.6447	0.9445
974	0.6318	0.9461
975	0.6735	0.9464
976	0.6062	0.8862
977	0.5762	0.924
978	0.5385	0.9416
979	0.5945	0.9069
980	0.591	0.8877
981	0.581	0.9016
982	0.5936	0.8889
983	0.6178	0.9333
984	0.6068	0.9498
985	0.5876	0.9373
986	0.6267	0.9183
987	0.6479	0.903
988	0.5852	0.9076
989	0.6847	0.9269
990	0.6646	0.925
991	0.6408	0.8995
992	0.6436	0.8917
993	0.6142	0.9079
994	0.573	0.8932
995	0.5778	0.885
996	0.6053	0.8962
997	0.6675	0.9345
998	0.699	0.9184
999	0.6486	0.9218
1000	0.599	0.9266
1001	0.6335	0.9276
