Generation	Average	Best
331	0.697	0.9581
332	0.6421	0.9521
333	0.6583	0.9632
334	0.6823	0.96
335	0.6504	0.9577
336	0.6934	0.9571
337	0.6829	0.9569
338	0.7173	0.9554
339	0.7227	0.9602
340	0.6934	0.9594
341	0.7065	0.9564
342	0.6937	0.9547
343	0.6557	0.9628
344	0.6489	0.9629
345	0.691	0.9591
346	0.7121	0.9526
347	0.6877	0.9588
348	0.6606	0.9599
349	0.7171	0.9588
350	0.7077	0.9649
351	0.7115	0.9516
352	0.6828	0.9554
353	0.7225	0.9573
354	0.7556	0.9538
355	0.7525	0.957
356	0.7753	0.9575
357	0.7133	0.9543
358	0.7451	0.962
359	0.7152	0.9581
360	0.7226	0.9631
361	0.7237	0.9535
362	0.7085	0.9613
363	0.6931	0.952
364	0.7337	0.9552
365	0.7444	0.9558
366	0.7192	0.9568
367	0.7001	0.9572
368	0.7059	0.9571
369	0.7068	0.9592
370	0.687	0.9641
371	0.7266	0.9538
372	0.7505	0.9634
373	0.7634	0.9588
374	0.7233	0.9647
375	0.746	0.9569
376	0.7084	0.9643
377	0.7122	0.958
378	0.7214	0.9619
379	0.7353	0.9646
380	0.7002	0.9672
381	0.7279	0.962
382	0.7273	0.9594
383	0.714	0.9639
384	0.7194	0.9622
385	0.6945	0.96
386	0.6886	0.9651
387	0.7248	0.9551
388	0.7082	0.957
389	0.6896	0.9605
390	0.6942	0.9538
391	0.7117	0.9533
392	0.7008	0.9553
393	0.7124	0.9593
394	0.7238	0.9588
395	0.708	0.9573
396	0.7144	0.9574
397	0.7036	0.959
398	0.7289	0.9672
399	0.7377	0.9614
400	0.6881	0.9623
401	0.6219	0.9574
402	0.7117	0.961
403	0.7162	0.9614
404	0.7254	0.9634
405	0.7332	0.96
406	0.7088	0.9603
407	0.7255	0.9617
408	0.7295	0.959
409	0.7338	0.9633
410	0.7413	0.9649
411	0.7803	0.9635
412	0.7805	0.9613
413	0.7164	0.9585
414	0.6836	0.9605
415	0.7012	0.9635
416	0.6763	0.9591
417	0.7189	0.9601
418	0.7675	0.9649
419	0.7238	0.9577
420	0.7009	0.9635
421	0.7294	0.9593
422	0.7117	0.962
423	0.7027	0.9656
424	0.7331	0.9612
425	0.652	0.9616
426	0.6762	0.9608
427	0.6264	0.9671
428	0.6366	0.9644
429	0.6746	0.9676
430	0.686	0.9716
431	0.7231	0.9681
432	0.7063	0.9627
433	0.719	0.9678
434	0.6592	0.964
435	0.6346	0.9605
436	0.6918	0.9684
437	0.6908	0.9693
438	0.6807	0.9613
439	0.7099	0.9627
440	0.7298	0.9567
441	0.747	0.9603
442	0.7624	0.959
443	0.7341	0.9652
444	0.7425	0.9579
445	0.6981	0.9624
446	0.7091	0.9688
447	0.748	0.9667
448	0.7534	0.9634
449	0.7561	0.9702
450	0.7263	0.9704
451	0.7502	0.9678
452	0.7744	0.9655
453	0.7333	0.9763
454	0.7493	0.9656
455	0.7495	0.9676
456	0.7427	0.9673
457	0.7409	0.9659
458	0.7306	0.9734
459	0.7811	0.9725
460	0.755	0.9671
461	0.7594	0.9616
462	0.7607	0.9615
463	0.7264	0.9644
464	0.7594	0.9689
465	0.7329	0.9609
466	0.7568	0.9687
467	0.7656	0.9644
468	0.7362	0.9632
469	0.7625	0.9649
470	0.7606	0.9637
471	0.7549	0.9522
472	0.7379	0.9621
473	0.7247	0.9594
474	0.786	0.9538
475	0.7503	0.9563
476	0.7667	0.9585
477	0.7567	0.9653
478	0.7661	0.9632
479	0.7585	0.9584
480	0.7668	0.9558
481	0.7227	0.9602
482	0.768	0.9643
483	0.7114	0.9485
484	0.7202	0.9572
485	0.6969	0.961
486	0.7616	0.9603
487	0.7123	0.9602
488	0.7154	0.9608
489	0.7547	0.9614
490	0.7497	0.959
491	0.7411	0.9612
492	0.7608	0.9562
493	0.766	0.96
494	0.7114	0.9706
495	0.7562	0.9689
496	0.7038	0.9748
497	0.7366	0.967
498	0.7368	0.9719
499	0.7414	0.9621
500	0.7457	0.9596
501	0.72	0.9519
502	0.711	0.9633
503	0.7148	0.9596
504	0.7254	0.9598
505	0.7076	0.9516
506	0.6982	0.9734
507	0.6381	0.9646
508	0.7016	0.9654
509	0.6876	0.9537
510	0.7127	0.963
511	0.6779	0.9755
512	0.7279	0.9719
513	0.7372	0.972
514	0.7165	0.9662
515	0.7234	0.97
516	0.7332	0.9657
517	0.7203	0.9693
518	0.7561	0.9667
519	0.7711	0.9671
520	0.7223	0.9692
521	0.6869	0.9667
522	0.7085	0.9693
523	0.7441	0.965
524	0.7376	0.9597
525	0.7018	0.9589
526	0.745	0.9596
527	0.7451	0.9679
528	0.7678	0.9663
529	0.72	0.9611
530	0.7167	0.9618
531	0.7464	0.9686
532	0.735	0.9716
533	0.7273	0.9587
534	0.7468	0.9683
535	0.7575	0.969
536	0.7317	0.9627
537	0.6985	0.9657
538	0.6762	0.9434
539	0.6669	0.9552
540	0.7243	0.957
541	0.6723	0.9636
542	0.7229	0.9667
543	0.7262	0.9463
544	0.7005	0.9593
545	0.7083	0.9651
546	0.6996	0.9645
547	0.7243	0.9658
548	0.7351	0.9506
549	0.7133	0.9601
550	0.7301	0.9602
551	0.7131	0.9611
552	0.7432	0.9673
553	0.6841	0.969
554	0.679	0.957
555	0.6792	0.9604
556	0.6495	0.964
557	0.6722	0.956
558	0.6837	0.9596
559	0.679	0.9717
560	0.7244	0.9616
561	0.7247	0.9681
562	0.7411	0.9628
563	0.7198	0.9612
564	0.7243	0.9527
565	0.702	0.9639
566	0.7499	0.9591
567	0.7206	0.9552
568	0.7306	0.9594
569	0.682	0.9602
570	0.7094	0.9598
571	0.6859	0.9646
572	0.6294	0.9506
573	0.6729	0.9583
574	0.6966	0.9559
575	0.7016	0.9625
576	0.6955	0.9566
577	0.7215	0.9586
578	0.7488	0.9662
579	0.7416	0.9665
580	0.7069	0.9625
581	0.749	0.9672
582	0.7228	0.9737
583	0.6892	0.9704
584	0.7195	0.9696
585	0.776	0.9632
586	0.7204	0.9685
587	0.7092	0.9667
588	0.7364	0.9633
589	0.7133	0.9577
590	0.7382	0.9679
591	0.7117	0.9614
592	0.783	0.9672
593	0.7622	0.9652
594	0.7364	0.9605
595	0.6814	0.9639
596	0.7052	0.9658
597	0.7634	0.9605
598	0.7157	0.9558
599	0.7088	0.9769
600	0.7146	0.9628
601	0.711	0.9677
602	0.7039	0.9661
603	0.6935	0.9574
604	0.7512	0.9617
605	0.7173	0.9667
606	0.6968	0.9603
607	0.6808	0.9596
608	0.7011	0.9638
609	0.7189	0.9672
610	0.728	0.9655
611	0.7482	0.9639
612	0.7842	0.9685
613	0.7669	0.9717
614	0.7044	0.9647
615	0.7621	0.9612
616	0.7468	0.9622
617	0.75	0.9688
618	0.7766	0.9663
619	0.778	0.9598
620	0.7024	0.9658
621	0.7162	0.9498
622	0.7052	0.9542
623	0.6738	0.9639
624	0.746	0.9617
625	0.7379	0.9684
626	0.6765	0.9581
627	0.7032	0.9624
628	0.7777	0.9655
629	0.7601	0.9657
630	0.7582	0.9709
631	0.7111	0.9604
632	0.7261	0.9631
633	0.6925	0.9507
634	0.6794	0.9606
635	0.7022	0.964
636	0.7352	0.9661
637	0.7252	0.9594
638	0.7101	0.9609
639	0.7262	0.9617
640	0.708	0.9702
641	0.7112	0.9651
642	0.707	0.953
643	0.7282	0.9494
644	0.6871	0.9482
645	0.7017	0.9654
646	0.676	0.9539
647	0.6528	0.9498
648	0.6615	0.953
649	0.7228	0.9593
650	0.7176	0.9515
651	0.7302	0.9459
652	0.7201	0.9509
653	0.711	0.95
654	0.6999	0.9599
655	0.7233	0.9543
656	0.7298	0.9533
657	0.7293	0.9598
658	0.7363	0.9577
659	0.7312	0.9582
660	0.7362	0.9633
661	0.7354	0.9589
662	0.7428	0.9656
663	0.7548	0.9623
664	0.7651	0.961
665	0.7329	0.9583
666	0.7411	0.9651
667	0.7187	0.9633
668	0.7856	0.9623
669	0.7583	0.9604
670	0.7412	0.9612
671	0.7029	0.9615
672	0.7096	0.9622
673	0.7289	0.9586
674	0.7046	0.9555
675	0.7152	0.961
676	0.7089	0.9514
677	0.7103	0.944
678	0.6893	0.9576
679	0.6686	0.965
680	0.6732	0.9639
681	0.704	0.9627
682	0.6876	0.9552
683	0.7483	0.9548
684	0.6753	0.9554
685	0.7425	0.9597
686	0.7211	0.961
687	0.7575	0.9626
688	0.745	0.962
689	0.7357	0.9557
690	0.7456	0.9585
691	0.7425	0.9508
692	0.7483	0.9621
693	0.7119	0.9626
694	0.6548	0.9606
695	0.6843	0.9647
696	0.7578	0.9693
697	0.7133	0.9661
698	0.7305	0.9678
699	0.7551	0.968
700	0.7532	0.9661
701	0.7549	0.9639
702	0.7731	0.9689
703	0.7661	0.9716
704	0.7704	0.961
705	0.7519	0.9635
706	0.708	0.9631
707	0.7465	0.9661
708	0.7791	0.9613
709	0.7569	0.9686
710	0.7484	0.9683
711	0.7391	0.9643
712	0.751	0.9637
713	0.7202	0.9725
714	0.7585	0.9692
715	0.7502	0.9698
716	0.7363	0.9636
717	0.7537	0.9669
718	0.7547	0.9607
719	0.7237	0.9623
720	0.7444	0.9636
721	0.7254	0.9653
722	0.7598	0.9658
723	0.7243	0.9606
724	0.7436	0.9725
725	0.7695	0.968
726	0.7805	0.966
727	0.7419	0.9609
728	0.7364	0.9706
729	0.778	0.9647
730	0.7261	0.9633
731	0.7316	0.9668
732	0.7585	0.9691
733	0.7302	0.9624
734	0.7461	0.9681
735	0.7305	0.9651
736	0.6901	0.9622
737	0.7109	0.9525
738	0.6868	0.9566
739	0.6934	0.9538
740	0.7676	0.9549
741	0.7256	0.9625
742	0.7185	0.9584
743	0.6995	0.965
744	0.7102	0.9593
745	0.6971	0.9632
746	0.709	0.9717
747	0.7188	0.9644
748	0.7402	0.9576
749	0.7221	0.9647
750	0.7258	0.9628
751	0.7248	0.9748
752	0.673	0.9632
753	0.7275	0.9544
754	0.7345	0.9583
755	0.7064	0.9555
756	0.6789	0.951
757	0.6728	0.953
758	0.697	0.9514
759	0.6668	0.9594
760	0.679	0.9546
761	0.6872	0.9572
762	0.7107	0.9748
763	0.7429	0.9669
764	0.738	0.9616
765	0.7336	0.9585
766	0.7248	0.963
767	0.6818	0.9687
768	0.7456	0.9683
769	0.7196	0.9578
770	0.707	0.9669
771	0.699	0.9637
772	0.7791	0.9619
773	0.7982	0.966
774	0.7441	0.9618
775	0.742	0.964
776	0.7447	0.969
777	0.7247	0.9709
778	0.7365	0.9754
779	0.7412	0.9707
780	0.7572	0.9717
781	0.7493	0.966
782	0.7618	0.9665
783	0.7461	0.9694
784	0.7789	0.973
785	0.7564	0.9665
786	0.7984	0.9689
787	0.7575	0.9649
788	0.779	0.9641
789	0.7838	0.9662
790	0.7703	0.9696
791	0.7533	0.9696
792	0.7912	0.9666
793	0.7869	0.9657
794	0.8165	0.9676
795	0.7619	0.9709
796	0.7564	0.9655
797	0.7609	0.9682
798	0.7697	0.966
799	0.7329	0.9709
800	0.7368	0.9746
801	0.7474	0.971
802	0.7385	0.9703
803	0.7568	0.9685
804	0.7882	0.9648
805	0.7682	0.9686
806	0.7304	0.9661
807	0.7648	0.9705
808	0.7261	0.961
809	0.7334	0.9643
810	0.7665	0.964
811	0.7417	0.9732
812	0.7724	0.966
813	0.741	0.9579
814	0.7684	0.9575
815	0.72	0.9652
816	0.7199	0.9571
817	0.7262	0.9676
818	0.7468	0.9659
819	0.7475	0.9565
820	0.7337	0.9601
821	0.7365	0.9621
822	0.7152	0.9613
823	0.7154	0.9619
824	0.7165	0.9548
825	0.742	0.968
826	0.7568	0.9662
827	0.7453	0.9518
828	0.7557	0.9626
829	0.7406	0.9617
830	0.754	0.9571
831	0.7504	0.9641
832	0.7324	0.9596
833	0.7313	0.9643
834	0.7406	0.9577
835	0.7315	0.9481
836	0.7307	0.957
837	0.7076	0.9591
838	0.7016	0.9419
839	0.7334	0.9484
840	0.7168	0.947
841	0.7062	0.9454
842	0.7176	0.9511
843	0.7006	0.9491
844	0.7318	0.9636
845	0.7242	0.9619
846	0.7169	0.959
847	0.6694	0.9637
848	0.7369	0.9543
849	0.7156	0.9623
850	0.7288	0.9557
851	0.7405	0.9644
852	0.7058	0.9679
853	0.7422	0.9675
854	0.7562	0.9596
855	0.7177	0.9551
856	0.7137	0.9555
857	0.7244	0.9678
858	0.7144	0.9627
859	0.7112	0.9585
860	0.7325	0.9507
861	0.7488	0.9553
862	0.7008	0.9573
863	0.7462	0.9678
864	0.7364	0.9628
865	0.7316	0.9554
866	0.7276	0.9561
867	0.7125	0.9547
868	0.7508	0.9579
869	0.7417	0.9585
870	0.7752	0.9581
871	0.7343	0.9682
872	0.7261	0.9521
873	0.7478	0.9614
874	0.705	0.9569
875	0.7263	0.9673
876	0.7336	0.9691
877	0.7259	0.9607
878	0.7283	0.9596
879	0.7229	0.96
880	0.678	0.9559
881	0.6877	0.9513
882	0.7099	0.9463
883	0.7256	0.9561
884	0.7101	0.9563
885	0.7136	0.953
886	0.7156	0.9549
887	0.7247	0.9525
888	0.7599	0.9544
889	0.7382	0.9551
890	0.7202	0.9632
891	0.7548	0.9732
892	0.7559	0.9682
893	0.7393	0.9569
894	0.6992	0.961
895	0.7194	0.9572
896	0.7128	0.964
897	0.7577	0.9564
898	0.7481	0.9567
899	0.7547	0.9633
900	0.6982	0.9457
901	0.7455	0.954
902	0.7634	0.9515
903	0.7209	0.9481
904	0.7122	0.946
905	0.7513	0.9707
906	0.7376	0.9537
907	0.7405	0.9472
908	0.7124	0.9557
909	0.7593	0.9528
910	0.7524	0.9566
911	0.7267	0.9499
912	0.7099	0.9451
913	0.6682	0.9562
914	0.7237	0.9547
915	0.67	0.9403
916	0.7044	0.9614
917	0.6987	0.9427
918	0.7098	0.9574
919	0.7237	0.9541
920	0.7285	0.9598
921	0.7249	0.9608
922	0.7363	0.9531
923	0.7245	0.9563
924	0.7246	0.9488
925	0.752	0.9658
926	0.7614	0.9584
927	0.7542	0.9473
928	0.6774	0.9461
929	0.6535	0.9444
930	0.6729	0.9546
931	0.7412	0.9503
932	0.7557	0.9552
933	0.7747	0.9629
934	0.7691	0.9551
935	0.7533	0.9547
936	0.7113	0.954
937	0.7341	0.956
938	0.6854	0.9599
939	0.7315	0.9481
940	0.7624	0.9537
941	0.7756	0.9412
942	0.7721	0.9428
943	0.7623	0.9401
944	0.7431	0.9493
945	0.722	0.9532
946	0.6987	0.9459
947	0.6582	0.9549
948	0.698	0.9411
949	0.6598	0.9616
950	0.686	0.9386
951	0.6861	0.9391
952	0.7278	0.9438
953	0.7155	0.9423
954	0.72	0.9507
955	0.7293	0.9529
956	0.6971	0.9635
957	0.7155	0.9689
958	0.7122	0.9624
959	0.7153	0.9488
960	0.7151	0.9601
961	0.7348	0.9613
962	0.7506	0.9607
963	0.7575	0.9561
964	0.7617	0.9516
965	0.7034	0.9509
966	0.7081	0.9514
967	0.7034	0.9536
968	0.699	0.9409
969	0.7127	0.9319
970	0.7266	0.9432
971	0.706	0.9528
972	0.7276	0.9413
973	0.7267	0.9474
974	0.7511	0.9455
975	0.753	0.9556
976	0.7523	0.9592
977	0.7414	0.9618
978	0.6887	0.9482
979	0.7079	0.9478
980	0.6855	0.9544
981	0.7148	0.9401
982	0.7314	0.958
983	0.6964	0.9593
984	0.6917	0.9575
985	0.7189	0.9629
986	0.7551	0.9637
987	0.7434	0.962
988	0.7087	0.9614
989	0.6958	0.9629
990	0.7145	0.9672
991	0.7114	0.963
992	0.7725	0.9581
993	0.7805	0.9639
994	0.723	0.9583
995	0.7375	0.9513
996	0.7534	0.9465
997	0.7207	0.9491
998	0.7662	0.9566
999	0.7162	0.9445
1000	0.7294	0.9548
1001	0.7721	0.9475
