Generation	Average	Best
192	0.6417	0.8582
193	0.6409	0.8456
194	0.6227	0.8417
195	0.6488	0.8378
196	0.6662	0.854
197	0.6515	0.8864
198	0.6486	0.8316
199	0.6572	0.8479
200	0.6352	0.8405
201	0.6319	0.8326
202	0.6498	0.8258
203	0.6465	0.8415
204	0.6453	0.8399
205	0.6493	0.8377
206	0.6564	0.8533
207	0.6747	0.8469
208	0.692	0.8462
209	0.6727	0.8683
210	0.6511	0.8281
211	0.6418	0.8484
212	0.6304	0.846
213	0.648	0.8365
214	0.6401	0.8441
215	0.6535	0.8448
216	0.6813	0.8285
217	0.672	0.8499
218	0.6616	0.8351
219	0.6631	0.8392
220	0.6343	0.8177
221	0.6569	0.843
222	0.656	0.8482
223	0.6431	0.8286
224	0.6468	0.8348
225	0.6589	0.8231
226	0.6738	0.8414
227	0.6742	0.8463
228	0.671	0.8445
229	0.6832	0.8508
230	0.6842	0.8752
231	0.6632	0.8818
232	0.6684	0.8437
233	0.6544	0.85
234	0.6634	0.861
235	0.6818	0.8361
236	0.6725	0.8387
237	0.6706	0.8664
238	0.6763	0.8563
239	0.6518	0.8596
240	0.6603	0.861
241	0.6564	0.8749
242	0.648	0.8793
243	0.6659	0.8612
244	0.6638	0.8649
245	0.6711	0.8358
246	0.6861	0.8432
247	0.6797	0.8583
248	0.698	0.8422
249	0.6811	0.8532
250	0.685	0.8363
251	0.6675	0.8524
252	0.6835	0.8502
253	0.6873	0.8612
254	0.6913	0.8684
255	0.6848	0.8449
256	0.697	0.8501
257	0.6677	0.8381
258	0.6582	0.855
259	0.6519	0.8352
260	0.6449	0.8473
261	0.6378	0.8478
262	0.6356	0.9028
263	0.6331	0.9086
264	0.6545	0.9161
265	0.6584	0.8644
266	0.661	0.8507
267	0.6292	0.8497
268	0.6617	0.8397
269	0.663	0.8358
270	0.6761	0.859
271	0.6737	0.8572
272	0.6948	0.8794
273	0.6813	0.8785
274	0.6789	0.8828
275	0.6719	0.8729
276	0.6702	0.8823
277	0.6644	0.8814
278	0.682	0.8922
279	0.673	0.8749
280	0.6849	0.8782
281	0.6816	0.8546
282	0.6827	0.8678
283	0.6801	0.8953
284	0.6598	0.8644
285	0.6618	0.8429
286	0.6706	0.8579
287	0.6622	0.808
288	0.6548	0.8071
289	0.6496	0.8323
290	0.6475	0.8509
291	0.6575	0.8314
292	0.6648	0.8382
293	0.6592	0.8399
294	0.6363	0.825
295	0.6466	0.8327
296	0.643	0.8545
297	0.6625	0.8357
298	0.6651	0.8726
299	0.671	0.8391
300	0.6573	0.8465
301	0.6651	0.8338
302	0.6592	0.8334
303	0.6563	0.8292
304	0.6667	0.8185
305	0.6471	0.8487
306	0.6494	0.8298
307	0.6669	0.8139
308	0.6661	0.8225
309	0.6444	0.8412
310	0.6451	0.8389
311	0.6513	0.8177
312	0.6559	0.8362
313	0.6499	0.8105
314	0.6437	0.8401
315	0.6443	0.8397
316	0.6453	0.8117
317	0.6484	0.8122
318	0.6518	0.8172
319	0.6365	0.828
320	0.6594	0.8387
321	0.6578	0.8237
322	0.6689	0.8428
323	0.6728	0.8525
324	0.6652	0.8274
325	0.6623	0.8205
326	0.6694	0.8295
327	0.6618	0.8129
328	0.6806	0.8463
329	0.6716	0.85
330	0.6527	0.8665
331	0.6691	0.8062
332	0.6749	0.8773
333	0.666	0.8433
334	0.6571	0.8648
335	0.6697	0.8847
336	0.6443	0.8818
337	0.6336	0.7964
338	0.6405	0.8254
339	0.6517	0.8195
340	0.6569	0.816
341	0.6411	0.8205
342	0.6651	0.8164
343	0.6555	0.8122
344	0.6564	0.826
345	0.6588	0.8329
346	0.6598	0.8221
347	0.6425	0.8169
348	0.638	0.8163
349	0.6517	0.8303
350	0.6802	0.8511
351	0.6524	0.8374
352	0.6519	0.8352
353	0.652	0.828
354	0.6446	0.8294
355	0.6472	0.8457
356	0.6495	0.8445
357	0.6729	0.8592
358	0.6749	0.8528
359	0.6747	0.8331
360	0.6723	0.8371
361	0.6746	0.8619
362	0.6678	0.8178
363	0.6566	0.8286
364	0.6382	0.8137
365	0.6623	0.8303
366	0.646	0.8595
367	0.6201	0.8198
368	0.6317	0.8255
369	0.6672	0.8439
370	0.6722	0.8541
371	0.6868	0.8411
372	0.6685	0.8508
373	0.6719	0.8407
374	0.6722	0.8895
375	0.6722	0.8362
376	0.6507	0.8296
377	0.6546	0.8413
378	0.665	0.8383
379	0.6637	0.8412
380	0.6507	0.816
381	0.6591	0.8227
382	0.6407	0.8425
383	0.6583	0.8319
384	0.6423	0.8461
385	0.6321	0.8567
386	0.6425	0.8354
387	0.6354	0.8354
388	0.6447	0.7821
389	0.659	0.8052
390	0.6271	0.8101
391	0.6452	0.8002
392	0.6411	0.8133
393	0.6565	0.7981
394	0.6539	0.7995
395	0.6461	0.7773
396	0.6221	0.7892
397	0.6426	0.8205
398	0.635	0.8047
399	0.6474	0.7955
400	0.6493	0.8191
401	0.6281	0.7977
402	0.6362	0.8111
403	0.6356	0.8099
404	0.6234	0.8476
405	0.6324	0.7881
406	0.6383	0.7953
407	0.6289	0.7982
408	0.6328	0.8333
409	0.661	0.8378
410	0.6502	0.8069
411	0.6455	0.8199
412	0.6595	0.8071
413	0.6568	0.8224
414	0.6661	0.7992
415	0.661	0.7846
416	0.651	0.8314
417	0.6564	0.8162
418	0.6545	0.8424
419	0.6477	0.8368
420	0.6715	0.8142
421	0.6578	0.8202
422	0.652	0.7953
423	0.6505	0.8387
424	0.6549	0.8289
425	0.6616	0.7909
426	0.6471	0.8059
427	0.6536	0.8268
428	0.6544	0.8215
429	0.6656	0.8347
430	0.6581	0.8319
431	0.6607	0.8081
432	0.6569	0.8379
433	0.659	0.831
434	0.6637	0.8184
435	0.6623	0.8127
436	0.6471	0.8076
437	0.6474	0.8654
438	0.636	0.8281
439	0.6359	0.8224
440	0.6313	0.8672
441	0.6582	0.8471
442	0.6747	0.8489
443	0.6862	0.8517
444	0.6677	0.8319
445	0.6838	0.8547
446	0.672	0.8303
447	0.6818	0.8441
448	0.6651	0.826
449	0.6832	0.8519
450	0.6717	0.8413
451	0.6759	0.8469
452	0.6676	0.8136
453	0.6759	0.8153
454	0.66	0.8232
455	0.6746	0.854
456	0.6728	0.8638
457	0.6695	0.8179
458	0.6647	0.8749
459	0.6599	0.8435
460	0.659	0.8554
461	0.6747	0.8538
462	0.6723	0.888
463	0.6574	0.8462
464	0.6643	0.8445
465	0.6524	0.8464
466	0.6613	0.8482
467	0.6648	0.8036
468	0.6623	0.8165
469	0.6487	0.8322
470	0.6641	0.8378
471	0.6688	0.8312
472	0.6658	0.8239
473	0.6453	0.8182
474	0.6696	0.8463
475	0.6699	0.8441
476	0.67	0.8297
477	0.6684	0.8423
478	0.678	0.8584
479	0.6591	0.8487
480	0.647	0.8368
481	0.6699	0.8488
482	0.6513	0.8755
483	0.6462	0.8739
484	0.6654	0.8896
485	0.6574	0.8776
486	0.6644	0.8641
487	0.6719	0.8674
488	0.6516	0.8751
489	0.6679	0.8666
490	0.6885	0.8621
491	0.6793	0.8557
492	0.6644	0.8801
493	0.6438	0.8913
494	0.662	0.8875
495	0.651	0.902
496	0.675	0.9
497	0.6709	0.8994
498	0.6703	0.8775
499	0.6662	0.8796
500	0.6406	0.8613
501	0.6653	0.8533
502	0.666	0.8707
503	0.676	0.896
504	0.6819	0.9041
505	0.6651	0.9015
506	0.6771	0.8941
507	0.6828	0.8881
508	0.6685	0.8875
509	0.6604	0.8929
510	0.6521	0.8804
511	0.6462	0.8841
512	0.6264	0.8606
513	0.6521	0.8864
514	0.6511	0.9236
515	0.6815	0.8733
516	0.6772	0.8601
517	0.6983	0.9242
518	0.7033	0.879
519	0.6855	0.9313
520	0.6945	0.9272
521	0.6813	0.916
522	0.7041	0.8967
523	0.6842	0.925
524	0.7013	0.9127
525	0.6891	0.9118
526	0.6726	0.941
527	0.669	0.9083
528	0.7	0.9192
529	0.708	0.8874
530	0.718	0.9013
531	0.6892	0.9139
532	0.6762	0.9211
533	0.676	0.9083
534	0.6561	0.9034
535	0.6911	0.9024
536	0.6926	0.9083
537	0.6787	0.8925
538	0.6475	0.9056
539	0.6797	0.9079
540	0.6709	0.9148
541	0.6813	0.9124
542	0.6628	0.9401
543	0.6576	0.9022
544	0.6517	0.9216
545	0.6609	0.9297
546	0.653	0.9196
547	0.6587	0.926
548	0.6706	0.9348
549	0.682	0.918
550	0.6772	0.901
551	0.6826	0.8933
552	0.6464	0.8919
553	0.6476	0.9324
554	0.6461	0.8982
555	0.6633	0.9241
556	0.6865	0.9027
557	0.6649	0.9252
558	0.6925	0.9302
559	0.6951	0.9367
560	0.7072	0.9268
561	0.6913	0.9466
562	0.7126	0.9279
563	0.7149	0.9398
564	0.7284	0.9205
565	0.7183	0.9199
566	0.6732	0.9148
567	0.6839	0.9126
568	0.7117	0.9124
569	0.6864	0.9204
570	0.6811	0.9198
571	0.705	0.9209
572	0.6921	0.9071
573	0.6482	0.8971
574	0.6686	0.9113
575	0.6835	0.9064
576	0.709	0.9071
577	0.7048	0.9154
578	0.7097	0.9168
579	0.7074	0.8972
580	0.7143	0.9108
581	0.7116	0.9447
582	0.7051	0.94
583	0.7073	0.9305
584	0.7022	0.918
585	0.6844	0.9421
586	0.6911	0.9429
587	0.6961	0.9136
588	0.6849	0.9141
589	0.7223	0.9336
590	0.6946	0.9098
591	0.6933	0.9192
592	0.6801	0.9331
593	0.6899	0.9253
594	0.6825	0.9353
595	0.6805	0.9487
596	0.6617	0.9464
597	0.6914	0.9434
598	0.6944	0.9286
599	0.6962	0.9468
600	0.6981	0.9252
601	0.6938	0.9306
602	0.7006	0.9191
603	0.7195	0.938
604	0.6994	0.9429
605	0.6901	0.9455
606	0.6828	0.9381
607	0.7077	0.9348
608	0.7094	0.9388
609	0.6835	0.9297
610	0.6931	0.9325
611	0.6857	0.9459
612	0.6746	0.9375
613	0.6529	0.9214
614	0.6793	0.9358
615	0.6613	0.9114
616	0.6538	0.9107
617	0.6646	0.9316
618	0.6702	0.9196
619	0.6934	0.933
620	0.6812	0.9361
621	0.6639	0.9511
622	0.7038	0.9522
623	0.7177	0.9433
624	0.7111	0.935
625	0.7031	0.925
626	0.6756	0.9371
627	0.689	0.9403
628	0.6917	0.9429
629	0.7154	0.9347
630	0.6915	0.9307
631	0.7239	0.9412
632	0.71	0.9442
633	0.72	0.9436
634	0.7262	0.9489
635	0.7227	0.9515
636	0.6756	0.933
637	0.6866	0.9229
638	0.6747	0.9196
639	0.6916	0.9305
640	0.6843	0.9414
641	0.6957	0.9357
642	0.7093	0.939
643	0.6977	0.9406
644	0.6783	0.9257
645	0.6937	0.936
646	0.6639	0.9282
647	0.6413	0.9261
648	0.6418	0.9265
649	0.6786	0.9231
650	0.69	0.9314
651	0.7094	0.9325
652	0.7013	0.9296
653	0.7002	0.9341
654	0.7073	0.9314
655	0.7121	0.9177
656	0.7005	0.9253
657	0.7222	0.9252
658	0.7024	0.9354
659	0.6972	0.9299
660	0.6807	0.9435
661	0.681	0.9378
662	0.671	0.9415
663	0.7115	0.9431
664	0.7097	0.9358
665	0.7076	0.9262
666	0.7283	0.9472
667	0.7382	0.9473
668	0.7396	0.9411
669	0.7205	0.9429
670	0.6961	0.9342
671	0.7064	0.9498
672	0.6975	0.9421
673	0.723	0.9497
674	0.7209	0.9363
675	0.7121	0.9331
676	0.7258	0.9427
677	0.7342	0.9299
678	0.7154	0.9353
679	0.6768	0.9424
680	0.7258	0.94
681	0.7218	0.9269
682	0.6863	0.9391
683	0.6808	0.9318
684	0.7045	0.9492
685	0.6986	0.9382
686	0.6857	0.9454
687	0.6874	0.9485
688	0.6998	0.951
689	0.6916	0.956
690	0.7014	0.9413
691	0.6932	0.9542
692	0.7084	0.9348
693	0.7031	0.9338
694	0.7046	0.9432
695	0.692	0.947
696	0.6912	0.9429
697	0.6918	0.9359
698	0.6768	0.9378
699	0.6791	0.9375
700	0.6944	0.9307
701	0.6883	0.9327
702	0.7222	0.9404
703	0.7215	0.932
704	0.7106	0.9283
705	0.7204	0.9358
706	0.7015	0.9351
707	0.6955	0.9272
708	0.7094	0.9345
709	0.7053	0.9271
710	0.6922	0.9125
711	0.6775	0.9193
712	0.6929	0.9235
713	0.703	0.9326
714	0.7142	0.94
715	0.7211	0.9141
716	0.7074	0.917
717	0.7241	0.9272
718	0.6806	0.9197
719	0.6879	0.9087
720	0.6851	0.9307
721	0.6807	0.9111
722	0.696	0.9144
723	0.674	0.9247
724	0.6725	0.9139
725	0.6851	0.9156
726	0.7034	0.9224
727	0.6878	0.9249
728	0.7038	0.9367
729	0.6836	0.9262
730	0.6864	0.9131
731	0.6922	0.9179
732	0.6982	0.9004
733	0.7319	0.9195
734	0.7353	0.9309
735	0.7277	0.9197
736	0.7067	0.9096
737	0.7008	0.9279
738	0.6952	0.9267
739	0.6897	0.9099
740	0.6981	0.9342
741	0.7305	0.9354
742	0.7263	0.9375
743	0.7233	0.9362
744	0.7182	0.9331
745	0.716	0.9392
746	0.7335	0.9512
747	0.7279	0.9364
748	0.7304	0.9504
749	0.7485	0.9524
750	0.745	0.9489
751	0.7399	0.9481
752	0.7592	0.9346
753	0.7655	0.9419
754	0.7399	0.9413
755	0.7078	0.9388
756	0.6974	0.9141
757	0.72	0.9111
758	0.703	0.9072
759	0.7186	0.921
760	0.7082	0.9096
761	0.7022	0.9075
762	0.7265	0.9004
763	0.7345	0.9096
764	0.7314	0.9128
765	0.7289	0.9124
766	0.7124	0.9091
767	0.7029	0.8957
768	0.6891	0.9175
769	0.7044	0.9101
770	0.7255	0.9019
771	0.7432	0.9063
772	0.7245	0.9067
773	0.7228	0.9244
774	0.6954	0.8887
775	0.6761	0.8839
776	0.6706	0.8997
777	0.6712	0.913
778	0.6842	0.8936
779	0.6866	0.8957
780	0.6921	0.9413
781	0.7284	0.9054
782	0.7252	0.9287
783	0.7259	0.9383
784	0.7081	0.8978
785	0.7263	0.9165
786	0.7363	0.9214
787	0.7118	0.9295
788	0.7097	0.9094
789	0.6947	0.9202
790	0.7135	0.9172
791	0.7004	0.9213
792	0.6924	0.9251
793	0.7049	0.9243
794	0.6882	0.9212
795	0.7124	0.902
796	0.701	0.8997
797	0.7024	0.9192
798	0.7092	0.9413
799	0.73	0.9209
800	0.7353	0.9222
801	0.7375	0.9091
802	0.7218	0.93
803	0.7248	0.9167
804	0.7128	0.9059
805	0.7337	0.9203
806	0.7137	0.9081
807	0.7039	0.9034
808	0.7156	0.9301
809	0.718	0.8999
810	0.7255	0.9111
811	0.7103	0.9111
812	0.7363	0.9139
813	0.7461	0.9221
814	0.7315	0.9204
815	0.7114	0.9219
816	0.7072	0.9296
817	0.6982	0.9118
818	0.6894	0.9217
819	0.682	0.9373
820	0.6947	0.9197
821	0.689	0.9153
822	0.7031	0.9261
823	0.694	0.9161
824	0.7069	0.9025
825	0.7015	0.9268
826	0.7004	0.924
827	0.6771	0.9238
828	0.7113	0.9434
829	0.7114	0.9408
830	0.7107	0.9155
831	0.7193	0.9236
832	0.686	0.9215
833	0.7025	0.9295
834	0.7008	0.9223
835	0.6886	0.9111
836	0.7173	0.9189
837	0.6931	0.9304
838	0.7214	0.926
839	0.732	0.9276
840	0.7567	0.9332
841	0.73	0.9299
842	0.7253	0.9428
843	0.7309	0.9226
844	0.733	0.9359
845	0.7127	0.9351
846	0.725	0.9175
847	0.6997	0.9189
848	0.7257	0.9318
849	0.7097	0.9067
850	0.7396	0.9163
851	0.7375	0.9274
852	0.7344	0.9223
853	0.7356	0.9196
854	0.7364	0.9231
855	0.751	0.9321
856	0.7466	0.9238
857	0.7396	0.9123
858	0.7486	0.9226
859	0.7353	0.9198
860	0.7265	0.9267
861	0.7395	0.9255
862	0.7436	0.923
863	0.7386	0.9306
864	0.736	0.933
865	0.7182	0.9227
866	0.7142	0.9384
867	0.7255	0.9265
868	0.7362	0.9284
869	0.726	0.923
870	0.6878	0.9315
871	0.6874	0.9189
872	0.71	0.938
873	0.7049	0.9303
874	0.7189	0.929
875	0.7329	0.9276
876	0.7167	0.927
877	0.6922	0.9299
878	0.6842	0.9335
879	0.7303	0.9446
880	0.7255	0.9325
881	0.7429	0.936
882	0.7216	0.9334
883	0.6766	0.9348
884	0.7029	0.9443
885	0.6919	0.9432
886	0.6811	0.9382
887	0.6875	0.9384
888	0.6619	0.9356
889	0.7069	0.929
890	0.7104	0.9254
891	0.7316	0.9527
892	0.7257	0.9361
893	0.7182	0.9233
894	0.7162	0.9215
895	0.6939	0.9272
896	0.6872	0.9269
897	0.7273	0.9167
898	0.6978	0.904
899	0.7368	0.9091
900	0.7441	0.9284
901	0.7176	0.9287
902	0.7161	0.9243
903	0.7329	0.9287
904	0.7484	0.9431
905	0.7428	0.9181
906	0.7338	0.9198
907	0.7148	0.9415
908	0.6885	0.9189
909	0.6879	0.923
910	0.7124	0.9259
911	0.707	0.9223
912	0.6704	0.8964
913	0.6843	0.917
914	0.6709	0.9298
915	0.6911	0.9367
916	0.7359	0.9314
917	0.7221	0.9157
918	0.72	0.9296
919	0.7122	0.916
920	0.7029	0.8914
921	0.6863	0.8921
922	0.7196	0.8851
923	0.7377	0.9065
924	0.7397	0.9095
925	0.7321	0.9415
926	0.7171	0.9375
927	0.7116	0.932
928	0.6824	0.9282
929	0.7098	0.9147
930	0.7003	0.9111
931	0.6881	0.9121
932	0.6878	0.9137
933	0.7014	0.9137
934	0.6981	0.896
935	0.6944	0.9116
936	0.6865	0.9167
937	0.7005	0.9037
938	0.6905	0.9083
939	0.709	0.9162
940	0.7045	0.9092
941	0.7364	0.9138
942	0.7133	0.9212
943	0.6952	0.9218
944	0.7156	0.9087
945	0.6992	0.9367
946	0.7008	0.9406
947	0.7013	0.9059
948	0.7048	0.9285
949	0.6817	0.9269
950	0.6722	0.9338
951	0.6582	0.934
952	0.6627	0.9178
953	0.6882	0.9121
954	0.6854	0.904
955	0.6736	0.9417
956	0.6783	0.9463
957	0.6791	0.9439
958	0.7013	0.9144
959	0.6832	0.9062
960	0.6593	0.9059
961	0.6751	0.9307
962	0.6695	0.9219
963	0.7199	0.941
964	0.727	0.9473
965	0.715	0.9362
966	0.7062	0.9463
967	0.693	0.9257
968	0.6903	0.9048
969	0.6695	0.9283
970	0.7219	0.9276
971	0.7124	0.9112
972	0.7217	0.9064
973	0.7228	0.9059
974	0.6958	0.9341
975	0.6973	0.91
976	0.6778	0.9001
977	0.6589	0.9233
978	0.6534	0.9131
979	0.67	0.9071
980	0.656	0.8845
981	0.6608	0.8898
982	0.6429	0.8899
983	0.6576	0.8982
984	0.6568	0.8613
985	0.6744	0.8526
986	0.6756	0.8702
987	0.6787	0.8839
988	0.7015	0.874
989	0.7046	0.8947
990	0.7285	0.891
991	0.7186	0.887
992	0.7227	0.907
993	0.7437	0.91
994	0.729	0.9259
995	0.727	0.9023
996	0.7341	0.9113
997	0.7085	0.8917
998	0.6971	0.9174
999	0.7138	0.9246
1000	0.7263	0.929
1001	0.7217	0.9428
