Generation	Average	Best
102	0.2471	0.3485
103	0.2403	0.327
104	0.2438	0.3495
105	0.2308	0.3582
106	0.2327	0.3563
107	0.2383	0.3582
108	0.2348	0.368
109	0.2359	0.3467
110	0.2319	0.3372
111	0.2372	0.3427
112	0.232	0.3528
113	0.2371	0.3609
114	0.2342	0.3666
115	0.249	0.3864
116	0.2595	0.3933
117	0.2633	0.3693
118	0.2521	0.3809
119	0.2594	0.3613
120	0.2629	0.3768
121	0.2607	0.3725
122	0.2644	0.3681
123	0.2629	0.3597
124	0.2562	0.3407
125	0.2533	0.3719
126	0.2653	0.3621
127	0.2566	0.4046
128	0.2711	0.3869
129	0.2682	0.4443
130	0.2701	0.3814
131	0.2698	0.3867
132	0.2642	0.3754
133	0.2638	0.3913
134	0.265	0.3703
135	0.2562	0.3844
136	0.2611	0.3808
137	0.258	0.4086
138	0.2654	0.4265
139	0.2618	0.3769
140	0.2744	0.4499
141	0.2761	0.4028
142	0.2815	0.3926
143	0.2731	0.3804
144	0.2618	0.3771
145	0.2644	0.4238
146	0.254	0.398
147	0.2707	0.3886
148	0.2724	0.4241
149	0.2743	0.4049
150	0.2805	0.4435
151	0.2869	0.4019
152	0.2858	0.3934
153	0.2806	0.4136
154	0.284	0.4394
155	0.2736	0.4429
156	0.2895	0.4147
157	0.2877	0.3989
158	0.2988	0.4253
159	0.3015	0.4465
160	0.2932	0.4577
161	0.3116	0.4491
162	0.3057	0.4828
163	0.3115	0.4598
164	0.2916	0.401
165	0.2965	0.4717
166	0.2937	0.4577
167	0.3031	0.4552
168	0.2993	0.4495
169	0.2941	0.4823
170	0.2988	0.4519
171	0.3239	0.4739
172	0.3069	0.464
173	0.3079	0.4315
174	0.3025	0.4591
175	0.3021	0.4759
176	0.3019	0.4566
177	0.3039	0.4848
178	0.3101	0.4622
179	0.3296	0.4957
180	0.3251	0.4494
181	0.328	0.5113
182	0.3149	0.5064
183	0.3035	0.4835
184	0.3248	0.4968
185	0.3199	0.488
186	0.3141	0.4977
187	0.3545	0.5658
188	0.3582	0.5985
189	0.3288	0.5781
190	0.3462	0.5804
191	0.3531	0.5388
192	0.3506	0.5617
193	0.3461	0.5375
194	0.3605	0.6141
195	0.3701	0.6087
196	0.3527	0.6048
197	0.3415	0.6409
198	0.3522	0.65
199	0.38	0.64
200	0.4089	0.6873
201	0.4099	0.6694
202	0.4283	0.6377
203	0.4165	0.6368
204	0.4423	0.6909
205	0.4382	0.7161
206	0.4519	0.7653
207	0.4518	0.7476
208	0.4597	0.7351
209	0.4464	0.6531
210	0.4483	0.6687
211	0.4555	0.6715
212	0.4508	0.6715
213	0.4389	0.6841
214	0.4197	0.6577
215	0.4377	0.6553
216	0.4102	0.6577
217	0.4081	0.7066
218	0.426	0.6458
219	0.4495	0.6713
220	0.4447	0.6693
221	0.4186	0.672
222	0.4268	0.6522
223	0.4055	0.6825
224	0.4198	0.6583
225	0.464	0.6998
226	0.4679	0.689
227	0.4365	0.6819
228	0.4688	0.671
229	0.4588	0.7195
230	0.4545	0.7167
231	0.4869	0.7587
232	0.489	0.7123
233	0.4811	0.7291
234	0.4456	0.7151
235	0.4469	0.7098
236	0.4556	0.6807
237	0.4718	0.766
238	0.4482	0.6861
239	0.4472	0.7317
240	0.4349	0.7136
241	0.4671	0.725
242	0.4866	0.7367
243	0.4865	0.7156
244	0.4845	0.7634
245	0.4857	0.7713
246	0.4868	0.776
247	0.5041	0.774
248	0.5106	0.7518
249	0.489	0.7776
250	0.4727	0.7703
251	0.4809	0.7779
252	0.5163	0.8079
253	0.4961	0.789
254	0.5021	0.8038
255	0.5256	0.8102
256	0.5036	0.8167
257	0.5134	0.8104
258	0.523	0.8054
259	0.5406	0.8403
260	0.5528	0.8119
261	0.5461	0.8159
262	0.5232	0.8203
263	0.4891	0.8314
264	0.5212	0.8136
265	0.5166	0.8138
266	0.5088	0.84
267	0.5035	0.8287
268	0.5065	0.8288
269	0.4981	0.8222
270	0.5173	0.8367
271	0.5637	0.8392
272	0.5491	0.8341
273	0.5353	0.8335
274	0.586	0.8961
275	0.5671	0.8531
276	0.5813	0.8882
277	0.5926	0.8531
278	0.6507	0.8741
279	0.6241	0.8347
280	0.6082	0.8448
281	0.5612	0.8567
282	0.5771	0.8679
283	0.5866	0.863
284	0.6306	0.8732
285	0.5884	0.9124
286	0.5916	0.9153
287	0.5764	0.8775
288	0.5912	0.8782
289	0.5767	0.8875
290	0.5709	0.8816
291	0.5993	0.871
292	0.6291	0.8867
293	0.6193	0.8866
294	0.5933	0.9046
295	0.613	0.8692
296	0.6787	0.8758
297	0.6063	0.8799
298	0.5913	0.8696
299	0.5699	0.8528
300	0.5669	0.9172
301	0.5444	0.8655
302	0.5946	0.9004
303	0.6114	0.9093
304	0.5862	0.8978
305	0.5923	0.8754
306	0.5802	0.8847
307	0.5572	0.8796
308	0.5309	0.8644
309	0.5789	0.8954
310	0.5759	0.8739
311	0.6454	0.9025
312	0.6092	0.9183
313	0.6014	0.9013
314	0.6211	0.9071
315	0.6154	0.9157
316	0.554	0.8943
317	0.5842	0.9106
318	0.6509	0.8925
319	0.5953	0.915
320	0.6662	0.8999
321	0.6291	0.9198
322	0.569	0.8942
323	0.5752	0.9271
324	0.5824	0.9103
325	0.6034	0.8972
326	0.5869	0.8836
327	0.6054	0.9142
328	0.5732	0.8667
329	0.5888	0.8815
330	0.605	0.9016
331	0.5898	0.9078
332	0.5717	0.8777
333	0.5685	0.899
334	0.5399	0.947
335	0.6098	0.8932
336	0.6021	0.8928
337	0.5826	0.8875
338	0.5795	0.9068
339	0.609	0.9126
340	0.5976	0.9142
341	0.6642	0.9384
342	0.5492	0.9041
343	0.6266	0.908
344	0.6298	0.9184
345	0.6469	0.9244
346	0.6115	0.9263
347	0.6505	0.895
348	0.5877	0.9254
349	0.5666	0.9152
350	0.6333	0.928
351	0.5595	0.9295
352	0.6241	0.9317
353	0.5997	0.9104
354	0.6574	0.9224
355	0.6424	0.9088
356	0.5961	0.9087
357	0.5991	0.9107
358	0.6436	0.8953
359	0.6257	0.8743
360	0.5896	0.9036
361	0.6237	0.9168
362	0.5869	0.8988
363	0.551	0.8989
364	0.6277	0.9224
365	0.6238	0.8894
366	0.5954	0.8904
367	0.6146	0.8821
368	0.6276	0.9238
369	0.5906	0.9036
370	0.6019	0.9155
371	0.6115	0.9141
372	0.5977	0.8868
373	0.6094	0.9064
374	0.5607	0.9145
375	0.5903	0.8975
376	0.6352	0.8835
377	0.642	0.8905
378	0.6283	0.8988
379	0.5463	0.8863
380	0.6098	0.8914
381	0.671	0.9528
382	0.6309	0.8993
383	0.6317	0.8821
384	0.6182	0.9031
385	0.6501	0.9153
386	0.661	0.9264
387	0.6283	0.8993
388	0.6212	0.9077
389	0.6583	0.9143
390	0.5898	0.9079
391	0.6366	0.9313
392	0.6	0.9456
393	0.6491	0.9082
394	0.6524	0.9054
395	0.6689	0.911
396	0.6184	0.9127
397	0.6063	0.9054
398	0.632	0.9134
399	0.6427	0.9044
400	0.6379	0.9227
401	0.6654	0.9401
402	0.6243	0.9274
403	0.6473	0.9305
404	0.659	0.9175
405	0.6586	0.9184
406	0.6716	0.9272
407	0.6176	0.9123
408	0.6206	0.9224
409	0.666	0.9304
410	0.6364	0.9315
411	0.6303	0.9394
412	0.6185	0.9403
413	0.6336	0.9316
414	0.6441	0.9296
415	0.6362	0.924
416	0.5715	0.9228
417	0.5964	0.9136
418	0.601	0.8829
419	0.6535	0.8889
420	0.572	0.9004
421	0.5771	0.8992
422	0.5866	0.9081
423	0.581	0.9261
424	0.6132	0.9009
425	0.5724	0.8618
426	0.5705	0.8703
427	0.5821	0.8737
428	0.6365	0.8817
429	0.6077	0.9067
430	0.6107	0.9189
431	0.6402	0.9012
432	0.6212	0.9121
433	0.6686	0.8946
434	0.63	0.9188
435	0.6159	0.9167
436	0.6259	0.9131
437	0.6243	0.9095
438	0.5928	0.8962
439	0.6149	0.9084
440	0.6393	0.9244
441	0.6249	0.9242
442	0.6307	0.9026
443	0.5967	0.9341
444	0.5945	0.904
445	0.6272	0.9369
446	0.6245	0.9206
447	0.62	0.9139
448	0.6379	0.9537
449	0.5878	0.8983
450	0.5977	0.9427
451	0.5501	0.8952
452	0.6148	0.8655
453	0.5802	0.8895
454	0.5923	0.8816
455	0.645	0.8485
456	0.5889	0.8753
457	0.5597	0.8961
458	0.6166	0.8977
459	0.5742	0.9181
460	0.5527	0.9152
461	0.5905	0.9232
462	0.6233	0.926
463	0.6225	0.8794
464	0.6345	0.9437
465	0.6427	0.9363
466	0.6145	0.9368
467	0.6151	0.9219
468	0.6282	0.923
469	0.6753	0.9326
470	0.655	0.878
471	0.5722	0.9092
472	0.6287	0.9022
473	0.6146	0.8687
474	0.6167	0.861
475	0.6091	0.8997
476	0.5828	0.8808
477	0.6113	0.8891
478	0.6184	0.878
479	0.6157	0.8825
480	0.6167	0.9003
481	0.6291	0.9169
482	0.6246	0.9247
483	0.5999	0.8728
484	0.5707	0.9224
485	0.6196	0.9427
486	0.5989	0.9022
487	0.6095	0.8775
488	0.5529	0.8765
489	0.5858	0.9144
490	0.5706	0.8983
491	0.6219	0.9103
