Generation	Average	Best
291	0.5458	0.8018
292	0.546	0.7902
293	0.5803	0.8285
294	0.5848	0.8443
295	0.5989	0.8432
296	0.5907	0.8239
297	0.5577	0.842
298	0.5729	0.9041
299	0.5632	0.8189
300	0.5485	0.8375
301	0.5627	0.8302
302	0.5932	0.8539
303	0.5911	0.8376
304	0.6096	0.824
305	0.5939	0.8003
306	0.6019	0.8563
307	0.6007	0.8314
308	0.6026	0.8413
309	0.6188	0.8349
310	0.6215	0.8198
311	0.6082	0.8125
312	0.6101	0.8101
313	0.6101	0.8257
314	0.6281	0.8148
315	0.6082	0.8434
316	0.6144	0.8207
317	0.6272	0.8261
318	0.634	0.8545
319	0.602	0.8587
320	0.6218	0.8744
321	0.6105	0.8626
322	0.6069	0.8082
323	0.62	0.8571
324	0.5992	0.8589
325	0.6149	0.853
326	0.6282	0.8752
327	0.6387	0.8659
328	0.626	0.8308
329	0.6203	0.8306
330	0.642	0.8487
331	0.6682	0.8946
332	0.6747	0.8515
333	0.6671	0.8505
334	0.6937	0.8635
335	0.6687	0.886
336	0.689	0.8711
337	0.6721	0.8697
338	0.677	0.9038
339	0.6738	0.882
340	0.6536	0.8923
341	0.6497	0.8717
342	0.671	0.8838
343	0.6631	0.8888
344	0.6624	0.8689
345	0.6876	0.9054
346	0.7123	0.8903
347	0.7029	0.8753
348	0.6887	0.9084
349	0.6979	0.8586
350	0.6874	0.8977
351	0.6975	0.8894
352	0.6918	0.8994
353	0.7067	0.8958
354	0.6961	0.9019
355	0.7173	0.9154
356	0.706	0.8912
357	0.6904	0.8981
358	0.7155	0.9184
359	0.7088	0.8873
360	0.6994	0.9171
361	0.7019	0.8734
362	0.7252	0.8971
363	0.7425	0.9216
364	0.7472	0.9046
365	0.7359	0.9
366	0.7304	0.8966
367	0.7332	0.9276
368	0.7334	0.8995
369	0.7156	0.8872
370	0.7329	0.9291
371	0.7204	0.912
372	0.7197	0.9044
373	0.7373	0.9343
374	0.7303	0.9229
375	0.7313	0.9317
376	0.7283	0.9292
377	0.6946	0.8974
378	0.6843	0.9071
379	0.6918	0.9067
380	0.7357	0.9377
381	0.6957	0.904
382	0.7275	0.9157
383	0.7109	0.8995
384	0.7257	0.9014
385	0.7089	0.9175
386	0.7112	0.9126
387	0.7453	0.8891
388	0.7406	0.933
389	0.7142	0.8772
390	0.7086	0.9076
391	0.7007	0.9211
392	0.6912	0.899
393	0.722	0.9202
394	0.7154	0.9158
395	0.7027	0.9041
396	0.7009	0.9024
397	0.699	0.9065
398	0.7207	0.9134
399	0.7235	0.9021
400	0.7296	0.9184
401	0.7009	0.8957
402	0.6982	0.92
403	0.6958	0.9039
404	0.7005	0.9061
405	0.6738	0.8671
406	0.6585	0.8951
407	0.6469	0.9264
408	0.6624	0.9094
409	0.6673	0.9117
410	0.661	0.9065
411	0.697	0.8946
412	0.6704	0.9098
413	0.6795	0.9278
414	0.7039	0.9128
415	0.712	0.9152
416	0.7087	0.8971
417	0.7242	0.9123
418	0.7301	0.9227
419	0.6983	0.9153
420	0.7224	0.9182
421	0.7201	0.9138
422	0.7108	0.9054
423	0.6947	0.8991
424	0.7075	0.9125
425	0.7323	0.9212
426	0.7291	0.9178
427	0.7443	0.9114
428	0.7501	0.9266
429	0.7453	0.9316
430	0.7509	0.9186
431	0.7436	0.9299
432	0.745	0.9244
433	0.7019	0.9127
434	0.7437	0.9057
435	0.7785	0.9284
436	0.736	0.9281
437	0.7269	0.9292
438	0.7531	0.9286
439	0.7376	0.9409
440	0.7694	0.9059
441	0.7551	0.9285
442	0.752	0.9498
443	0.7498	0.9267
444	0.7641	0.9508
445	0.742	0.9271
446	0.7249	0.94
447	0.7669	0.9337
448	0.7623	0.9432
449	0.7749	0.922
450	0.7777	0.9316
451	0.7411	0.9267
452	0.7505	0.9301
453	0.7606	0.9292
454	0.7533	0.9453
455	0.7476	0.9189
456	0.7595	0.9265
457	0.7282	0.928
458	0.7348	0.9401
459	0.7479	0.9536
460	0.7464	0.9172
461	0.7601	0.9262
462	0.759	0.931
463	0.7385	0.9432
464	0.7211	0.9334
465	0.7382	0.9376
466	0.7141	0.9407
467	0.7453	0.9482
468	0.7653	0.9309
469	0.7463	0.9432
470	0.7446	0.9414
471	0.7611	0.9355
472	0.7515	0.9504
473	0.7341	0.9391
474	0.7357	0.9316
475	0.7363	0.9215
476	0.7629	0.9435
477	0.7462	0.9358
478	0.751	0.9481
479	0.7034	0.9431
480	0.7287	0.9353
481	0.7382	0.9561
482	0.7698	0.9398
483	0.749	0.9326
484	0.7334	0.9546
485	0.7575	0.9427
486	0.7615	0.9381
487	0.725	0.9343
488	0.7004	0.9417
489	0.7506	0.9531
490	0.7308	0.9445
491	0.7362	0.9344
492	0.7471	0.9072
493	0.7676	0.9296
494	0.7445	0.9261
495	0.7186	0.9173
496	0.7406	0.9539
497	0.7375	0.9204
498	0.757	0.9214
499	0.7359	0.9145
500	0.7285	0.9247
501	0.7271	0.9177
502	0.7324	0.9292
503	0.7371	0.9133
504	0.7579	0.9141
505	0.7307	0.9155
506	0.6991	0.9085
507	0.7206	0.9268
508	0.7203	0.9204
509	0.7171	0.9196
510	0.7421	0.9068
511	0.7418	0.9211
512	0.729	0.9307
513	0.7341	0.9187
514	0.7378	0.9176
515	0.7674	0.9278
516	0.7695	0.9396
517	0.7348	0.9267
518	0.7041	0.9432
519	0.6966	0.9306
520	0.7464	0.9048
521	0.6954	0.9242
522	0.7118	0.926
523	0.7087	0.9329
524	0.7213	0.9157
525	0.7515	0.9233
526	0.733	0.937
527	0.7342	0.9283
528	0.7581	0.9326
529	0.7669	0.9138
530	0.7398	0.9118
531	0.7325	0.9341
532	0.7364	0.9252
533	0.7644	0.925
534	0.7576	0.9344
535	0.7476	0.9225
536	0.7399	0.9214
537	0.7304	0.9363
538	0.7211	0.9154
539	0.7173	0.9323
540	0.7348	0.9367
541	0.7153	0.9333
542	0.7234	0.9439
543	0.7388	0.9371
544	0.7438	0.9393
545	0.7273	0.9479
546	0.756	0.9385
547	0.7657	0.9415
548	0.7413	0.9275
549	0.7144	0.9377
550	0.7248	0.9322
551	0.6868	0.9191
552	0.7124	0.9104
553	0.7199	0.9137
554	0.7344	0.915
555	0.7386	0.9331
556	0.7352	0.9295
557	0.7146	0.9398
558	0.7103	0.9395
559	0.713	0.9195
560	0.7305	0.9112
561	0.7096	0.9457
562	0.7176	0.9508
563	0.7378	0.9507
564	0.7291	0.9374
565	0.7051	0.9179
566	0.7386	0.9393
567	0.7517	0.935
568	0.7098	0.9458
569	0.7232	0.9235
570	0.7128	0.9081
571	0.7269	0.9192
572	0.7431	0.9214
573	0.7458	0.9208
574	0.7344	0.8982
575	0.7179	0.9129
576	0.7408	0.907
577	0.7221	0.9017
578	0.7573	0.9211
579	0.7489	0.9121
580	0.7471	0.9346
581	0.7454	0.9378
582	0.7298	0.9134
583	0.7442	0.9314
584	0.7591	0.924
585	0.7447	0.91
586	0.7111	0.9103
587	0.743	0.9091
588	0.7196	0.9037
589	0.7171	0.9215
590	0.7568	0.9348
591	0.7477	0.9491
592	0.7529	0.9279
593	0.7527	0.9159
594	0.7433	0.9175
595	0.7035	0.9065
596	0.7176	0.9365
597	0.7069	0.905
598	0.6964	0.939
599	0.7026	0.9208
600	0.7419	0.9222
601	0.7178	0.9365
602	0.7202	0.9125
603	0.7158	0.9281
604	0.7159	0.9086
605	0.7215	0.9029
606	0.7302	0.9226
607	0.7274	0.9275
608	0.7374	0.9188
609	0.7423	0.9379
610	0.7511	0.9302
611	0.7171	0.91
612	0.7163	0.9287
613	0.7226	0.928
614	0.6806	0.9179
615	0.7249	0.9411
616	0.7665	0.9274
617	0.7649	0.9415
618	0.7307	0.9249
619	0.7738	0.9321
620	0.7489	0.9089
621	0.7417	0.9156
622	0.7463	0.9466
623	0.7299	0.9437
624	0.7407	0.9103
625	0.7488	0.9402
626	0.7694	0.9109
627	0.7348	0.9168
628	0.7293	0.9033
629	0.7175	0.9146
630	0.6826	0.9018
631	0.7007	0.9024
632	0.7248	0.9113
633	0.6943	0.891
634	0.7059	0.9014
635	0.7034	0.8965
636	0.7058	0.8901
637	0.7249	0.9172
638	0.677	0.9015
639	0.6967	0.8996
640	0.7107	0.9099
641	0.7033	0.9075
642	0.7126	0.9402
643	0.7109	0.9309
644	0.7224	0.8977
645	0.7126	0.9175
646	0.731	0.9311
647	0.7334	0.921
648	0.7235	0.9196
649	0.7298	0.9305
650	0.7099	0.9256
651	0.7204	0.9269
652	0.726	0.9306
653	0.7225	0.9154
654	0.7313	0.9215
655	0.712	0.9287
656	0.7327	0.9066
657	0.6937	0.9117
658	0.6855	0.9099
659	0.7152	0.9385
660	0.7401	0.9236
661	0.6945	0.9425
662	0.7221	0.9088
663	0.7325	0.914
664	0.7361	0.9238
665	0.7336	0.9076
666	0.7335	0.9335
667	0.7175	0.9202
668	0.741	0.9121
669	0.7255	0.9287
670	0.7336	0.9396
671	0.754	0.9142
672	0.7787	0.934
673	0.7489	0.9122
674	0.7404	0.9047
675	0.7693	0.921
676	0.7409	0.9059
677	0.7346	0.9176
678	0.7195	0.9247
679	0.7355	0.9381
680	0.708	0.9225
681	0.7219	0.9337
682	0.7098	0.9091
683	0.7224	0.9119
684	0.7257	0.9192
685	0.733	0.926
686	0.7087	0.9159
687	0.703	0.924
688	0.7431	0.9145
689	0.7383	0.9297
690	0.7324	0.9431
691	0.7595	0.9353
692	0.7362	0.9056
693	0.7252	0.9232
694	0.7325	0.9177
695	0.7192	0.9147
696	0.7671	0.9212
697	0.7781	0.9203
698	0.7297	0.9283
699	0.7349	0.9155
700	0.751	0.9344
701	0.7255	0.9129
702	0.7121	0.9145
703	0.7394	0.9245
704	0.7478	0.9123
705	0.7146	0.9094
706	0.7126	0.8952
707	0.7026	0.9061
708	0.6951	0.9189
709	0.6905	0.9504
710	0.6779	0.9117
711	0.7156	0.9116
712	0.695	0.9245
713	0.7153	0.9368
714	0.7147	0.9285
715	0.6886	0.902
716	0.7033	0.8909
717	0.7095	0.9341
718	0.7188	0.9258
719	0.7119	0.9381
720	0.7074	0.9255
721	0.7017	0.9305
722	0.7083	0.9219
723	0.7087	0.9209
724	0.6981	0.9111
725	0.7351	0.9399
726	0.7309	0.9311
727	0.7331	0.9372
728	0.707	0.9525
729	0.7024	0.9312
730	0.7134	0.9344
731	0.6947	0.918
732	0.7391	0.9204
733	0.7396	0.9028
734	0.7169	0.9311
735	0.7419	0.9205
736	0.7122	0.91
737	0.6977	0.9176
738	0.6934	0.8874
739	0.6949	0.8902
740	0.6744	0.9084
741	0.6927	0.9085
742	0.6732	0.9183
743	0.6824	0.9057
744	0.7227	0.9089
745	0.7195	0.8989
746	0.7146	0.9393
747	0.7098	0.9133
748	0.6871	0.8661
749	0.7115	0.9169
750	0.7024	0.8984
751	0.7069	0.9237
752	0.732	0.8919
753	0.7274	0.9014
754	0.7204	0.9209
755	0.7387	0.9393
756	0.6961	0.8988
757	0.6929	0.9178
758	0.7057	0.929
759	0.6921	0.9017
760	0.6903	0.9107
761	0.6898	0.8954
762	0.7211	0.9002
763	0.7398	0.8997
764	0.7228	0.8968
765	0.7075	0.9017
766	0.7174	0.9027
767	0.7189	0.915
768	0.7026	0.8937
769	0.7208	0.8885
770	0.7113	0.9056
771	0.7199	0.88
772	0.7446	0.9092
773	0.7294	0.9016
774	0.71	0.915
775	0.7239	0.9023
776	0.7432	0.8935
777	0.7417	0.8935
778	0.7231	0.8872
779	0.7304	0.8747
780	0.7529	0.9115
781	0.7513	0.9186
782	0.7314	0.9179
783	0.753	0.9084
784	0.7397	0.9025
785	0.7372	0.9066
786	0.7295	0.9039
787	0.7465	0.915
788	0.7429	0.9072
789	0.756	0.8984
790	0.7226	0.9198
791	0.7504	0.9283
792	0.7143	0.9155
793	0.7104	0.9164
794	0.7241	0.9181
795	0.7109	0.9265
796	0.6987	0.9182
797	0.7125	0.9279
798	0.6833	0.9477
799	0.6994	0.9268
800	0.7173	0.924
801	0.703	0.9348
802	0.7287	0.9329
803	0.7216	0.9275
804	0.7217	0.9189
805	0.7291	0.9325
806	0.7474	0.9247
807	0.7405	0.9347
808	0.7615	0.9456
809	0.7449	0.9198
810	0.7588	0.9154
811	0.7483	0.9337
812	0.7569	0.9205
813	0.7402	0.9116
814	0.7239	0.9181
815	0.7496	0.9287
816	0.7284	0.9282
817	0.7469	0.9284
818	0.7081	0.9172
819	0.7171	0.9103
820	0.7316	0.9159
821	0.7527	0.91
822	0.7376	0.8982
823	0.7329	0.919
824	0.7606	0.9154
825	0.7613	0.9223
826	0.7246	0.8976
827	0.7271	0.9025
828	0.7194	0.8875
829	0.7171	0.9173
830	0.7146	0.8971
831	0.7326	0.8992
832	0.6923	0.9068
833	0.6763	0.9198
834	0.6667	0.9027
835	0.6926	0.9185
836	0.7225	0.9504
837	0.7255	0.91
838	0.7283	0.9333
839	0.7422	0.9148
840	0.7341	0.9277
841	0.7143	0.9018
842	0.7377	0.9205
843	0.7099	0.8939
844	0.7148	0.9164
845	0.7375	0.9146
846	0.7456	0.8954
847	0.7256	0.9004
848	0.7369	0.8919
849	0.7378	0.9166
850	0.773	0.9219
851	0.751	0.9237
852	0.7654	0.9263
853	0.7481	0.9272
854	0.7383	0.9173
855	0.7258	0.9068
856	0.7472	0.9238
857	0.7776	0.923
858	0.7575	0.9168
859	0.7481	0.9312
860	0.7882	0.9216
861	0.7654	0.9274
862	0.7807	0.9506
863	0.7781	0.9202
864	0.771	0.9075
865	0.7348	0.9182
866	0.7304	0.9442
867	0.7379	0.9415
868	0.7274	0.9232
869	0.7455	0.9127
870	0.7376	0.9298
871	0.7587	0.9103
872	0.7524	0.9197
873	0.765	0.9119
874	0.7374	0.9151
875	0.7407	0.9233
876	0.7592	0.9018
877	0.7678	0.9211
878	0.7561	0.926
879	0.7324	0.9128
880	0.7415	0.9147
881	0.7492	0.9101
882	0.7306	0.9111
883	0.7188	0.9066
884	0.7378	0.9249
885	0.7376	0.8861
886	0.7404	0.9127
887	0.7442	0.8963
888	0.7172	0.902
889	0.7179	0.8901
890	0.7278	0.8956
891	0.7072	0.9096
892	0.7143	0.8914
893	0.7256	0.9023
894	0.7205	0.9076
895	0.708	0.8976
896	0.7186	0.9103
897	0.7235	0.9021
898	0.7104	0.876
899	0.7217	0.8871
900	0.7177	0.8819
901	0.7286	0.923
902	0.7135	0.8912
903	0.7011	0.8891
904	0.7065	0.8704
905	0.7273	0.9171
906	0.738	0.9262
907	0.7358	0.8993
908	0.7352	0.8908
909	0.7247	0.8893
910	0.7012	0.8913
911	0.6829	0.9057
912	0.6963	0.9102
913	0.7051	0.911
914	0.7067	0.903
915	0.6935	0.8893
916	0.7087	0.8851
917	0.6836	0.9031
918	0.6956	0.902
919	0.6894	0.9087
920	0.6846	0.9022
921	0.7078	0.8917
922	0.7016	0.9161
