Generation	Average	Best
354	0.6899	0.9395
355	0.6881	0.9463
356	0.6811	0.9199
357	0.6722	0.9073
358	0.6855	0.9247
359	0.6588	0.9302
360	0.6791	0.9296
361	0.6941	0.9322
362	0.6621	0.9254
363	0.6701	0.9219
364	0.6693	0.9318
365	0.6471	0.925
366	0.662	0.9193
367	0.6721	0.9315
368	0.6599	0.9336
369	0.6847	0.9356
370	0.6986	0.9402
371	0.7161	0.9255
372	0.6943	0.9317
373	0.7239	0.9478
374	0.6964	0.945
375	0.6947	0.9445
376	0.7017	0.9583
377	0.6993	0.9449
378	0.686	0.9478
379	0.7085	0.9448
380	0.7116	0.9473
381	0.7189	0.9595
382	0.7095	0.9472
383	0.6904	0.9331
384	0.6825	0.9338
385	0.7019	0.9565
386	0.6963	0.9318
387	0.7086	0.9594
388	0.7173	0.9441
389	0.7177	0.9402
390	0.7148	0.9557
391	0.6974	0.9471
392	0.6869	0.9302
393	0.727	0.9604
394	0.7193	0.9511
395	0.7185	0.9519
396	0.7192	0.9471
397	0.7152	0.9369
398	0.7037	0.9542
399	0.6915	0.9527
400	0.7272	0.9553
401	0.7248	0.9556
402	0.6861	0.9447
403	0.691	0.9507
404	0.6606	0.9179
405	0.6706	0.9364
406	0.6763	0.9438
407	0.6399	0.9464
408	0.6612	0.9478
409	0.6598	0.9563
410	0.6423	0.9393
411	0.6483	0.9476
412	0.6741	0.9574
413	0.6527	0.9326
414	0.7016	0.9239
415	0.6873	0.9118
416	0.6718	0.9465
417	0.6548	0.9535
418	0.6613	0.9285
419	0.6361	0.9196
420	0.6451	0.9295
421	0.6646	0.9345
422	0.6995	0.9457
423	0.6984	0.9336
424	0.6557	0.9309
425	0.6492	0.92
426	0.6266	0.8875
427	0.6616	0.9286
428	0.6858	0.9373
429	0.693	0.9369
430	0.7355	0.9569
431	0.7226	0.9383
432	0.7062	0.9049
433	0.7057	0.9322
434	0.7272	0.9334
435	0.7144	0.943
436	0.7066	0.9479
437	0.6719	0.9254
438	0.6882	0.935
439	0.6965	0.9275
440	0.6656	0.9309
441	0.6754	0.8845
442	0.6762	0.9053
443	0.7063	0.9212
444	0.7072	0.9214
445	0.724	0.9243
446	0.7205	0.9193
447	0.7265	0.9104
448	0.736	0.9233
449	0.7205	0.9044
450	0.6956	0.9434
451	0.7145	0.9557
452	0.7202	0.9351
453	0.6843	0.9207
454	0.6973	0.92
455	0.6882	0.9113
456	0.6819	0.9484
457	0.6677	0.9098
458	0.6865	0.9015
459	0.6874	0.9261
460	0.6955	0.9155
461	0.65	0.8991
462	0.6879	0.8817
463	0.6693	0.8796
464	0.6921	0.8817
465	0.7046	0.9014
466	0.6872	0.89
467	0.6741	0.9008
